code,emis_code,region,zone,woreda,school_name,rural,SubmissionDate,starttime,endtime,surveyday,deviceid,SEC0.2,repaced,SEC1.1,SEC1.2,SEC1.3,SEC1.3a,SEC1.4,SEC1.5,SEC1.6,SEC1.7,SEC1.8,SEC1.9,SEC1.10,SEC1.11,SEC1.12.1,SEC1.12.1_1,SEC1.12.1_2,SEC1.12.1_3,SEC1.12.1_4,SEC1.12.1_5,SEC1.12.1_7,SEC1.12.1_8,SEC1.12.1_9,SEC1.12.1_10,SEC1.12.1_97,SEC1.12.1_oth,SEC1.12.2,SEC1.12.2_1,SEC1.12.2_2,SEC1.12.2_3,SEC1.12.2_4,SEC1.12.2_5,SEC1.12.2_7,SEC1.12.2_8,SEC1.12.2_9,SEC1.12.2_10,SEC1.12.2_97,SEC1.12.2_oth,SEC1.12.3,SEC1.12.3_1,SEC1.12.3_2,SEC1.12.3_3,SEC1.12.3_4,SEC1.12.3_5,SEC1.12.3_7,SEC1.12.3_8,SEC1.12.3_9,SEC1.12.3_10,SEC1.12.3_97,SEC1.12.3_oth,SEC1.13,SEC1.14.1,SEC1.14.2,SEC1.15,SEC1.16.1,SEC1.16.2,SEC1.16.3,F5,F6,F7,F8,SEC2.total,SEC2.girls_total,SEC2.boys_total,SEC2.girls_math,SEC2.boys_math,SEC2.girls_eng,SEC2.boys_eng,SEC2.girls_lang,SEC2.boys_lang,gps_point-Latitude,gps_point-Longitude,gps_point-Altitude,gps_point-Accuracy,instanceID,formdef_version,KEY
99133,S0410070262,OROMIA,Jimma,gumaay,burqaa guddinaa,Urban,"12/18/2025, 9:46:23 PM","12/18/2025, 10:27:59 AM","12/18/2025, 10:36:37 AM",12/18/2025,48ec0b9287834309,0,NA,0,1,1,0,0,0,1,0,1,8,0,0,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,10,8:30:14,6:45:21,0,0,NA,NA,368,176,22,13,72,70,74,68,70,69,75,80,82,7.9921336,36.4864475,1838.8,4.7,uuid:9a75807e-e932-4bbf-b148-6b5878cf2def,2512142209,uuid:9a75807e-e932-4bbf-b148-6b5878cf2def
99214,S0410080392,OROMIA,Jimma,limmuu kossaa,caakkawoo manjii,Rural,"12/15/2025, 6:53:27 PM","12/15/2025, 9:27:22 AM","12/15/2025, 6:38:56 PM",12/15/2025,48ec0b9287834309,0,NA,0,0,1,1,0,0,1,1,0,9,0,0,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,9,2:00:30,0:15:36,0,0,NA,NA,399,196,14,4,75,65,85,65,70,69,70,80,82,8.0549317,36.9705977,1722.8,4.3,uuid:e52e8a97-9315-4fe4-b212-0121e1578f9b,2512142209,uuid:e52e8a97-9315-4fe4-b212-0121e1578f9b
99279,S0410080762,OROMIA,Jimma,limmuu kossaa,wasaggar tulamaa,Rural,"12/16/2025, 5:48:12 PM","12/15/2025, 1:27:27 PM","12/16/2025, 5:12:48 PM",12/15/2025,48ec0b9287834309,0,NA,1,0,1,1,1,0,1,1,1,8,1,0,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,10,8:20:37,0:35:47,1,1,18:45:58,17:00:04,365,189,15,6,80,80,80,70,85,70,69,90,85,8.0366279,36.9684344,1723.8,4.9,uuid:4b418061-e0e6-4ba3-aa92-63ebc8a46fe2,2512142209,uuid:4b418061-e0e6-4ba3-aa92-63ebc8a46fe2
100018,S0410140082,OROMIA,Jimma,oomoo naaddaa,dooraa,Rural,"12/26/2025, 3:11:22 PM","12/25/2025, 11:16:05 AM","12/26/2025, 3:09:28 PM",12/25/2025,3.58E+14,0,NA,0,0,1,1,0,0,1,1,1,9,1,0,3 4,0,0,1,1,0,0,0,0,0,0,NA,3,0,0,1,0,0,0,0,0,0,0,NA,3,0,0,1,0,0,0,0,0,0,0,NA,18,2:15:14,7:00:29,0,1,11:19:57,11:19:59,948,441,13,6,68.5,68,69,56,60,53,55,76,78,7.6366876,37.0405428,1723,8.4,uuid:b93801a1-18df-4b34-a059-2a0fe9fa7445,2512142209,uuid:b93801a1-18df-4b34-a059-2a0fe9fa7445
100060,S0410140522,OROMIA,Jimma,oomoo naaddaa,shooshee,Rural,"12/12/2025, 7:55:04 PM","12/11/2025, 12:56:36 PM","12/12/2025, 5:56:45 PM",12/11/2025,48ec0b9287834309,0,NA,0,0,1,1,0,0,1,0,0,8,0,0,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,19,8:15:22,6:30:21,1,1,1:00:19,5:15:18,933,479,12,5,77,76,78,65,60,75,78,80,75,7.5949567,37.0956267,1847.6,4,uuid:7e3df825-30b4-4f29-9fde-2734e14236e5,2512030705,uuid:7e3df825-30b4-4f29-9fde-2734e14236e5
100347,S0410160212,OROMIA,Jimma,saqqaa coqorsaa,boobaa xuruuroo,Rural,"12/9/2025, 8:16:18 PM","12/8/2025, 2:11:41 PM","12/9/2025, 1:56:06 PM",12/8/2025,48ec0b9287834309,0,NA,0,0,1,1,0,0,1,1,1,6,0,0,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,12,8:30:28,0:30:30,1,1,0:45:45,5:00:47,774,442,7,5,67.5,65,70,80,75,65,70,82,80,7.5309833,36.7570895,2083.8,4.8,uuid:aa6b666b-f51b-47c7-81e2-4ed7c2822322,2512030705,uuid:aa6b666b-f51b-47c7-81e2-4ed7c2822322
100416,S0410160562,OROMIA,Jimma,saqqaa coqorsaa,ulmaayee,Rural,"12/11/2025, 6:12:07 AM","12/9/2025, 10:32:01 AM","12/10/2025, 8:55:07 PM",12/9/2025,48ec0b9287834309,0,NA,0,0,1,1,0,0,1,1,1,6,0,0,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,10,20:15:14,6:30:15,0,1,0:45:17,5:00:17,330,150,6,4,77.5,75,80,72,75,68,70,75,80,7.698535,36.6688267,2304.6,3.9,uuid:92de7078-8051-4829-91c5-283b37b1fa88,2512030705,uuid:92de7078-8051-4829-91c5-283b37b1fa88
100402,S0410160802,OROMIA,Jimma,saqqaa coqorsaa,oyaanaa,Rural,"12/8/2025, 10:30:22 PM","12/8/2025, 9:23:47 AM","12/8/2025, 10:22:08 PM",12/8/2025,48ec0b9287834309,0,NA,0,0,1,1,0,0,1,1,0,5,0,0,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,12,8:30:29,6:45:30,1,1,1:00:38,5:15:39,918,433,13,11,82.5,78,87,70,80,78,69,80,72,7.5862217,36.614005,2010.2,4.8,uuid:d85f881c-8be6-4ad8-9673-9579d18e4ad9,2512030705,uuid:d85f881c-8be6-4ad8-9673-9579d18e4ad9
100839,S0410200192,OROMIA,Jimma,sokorruu,kaltaa,Rural,"12/11/2025, 7:52:53 PM","12/10/2025, 1:59:56 PM","12/11/2025, 7:52:48 PM",12/10/2025,48ec0b9287834309,1,Jima town ye wuket chora,1,0,1,1,0,0,1,1,1,8,1,0,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,12,8:00:52,0:15:53,1,1,0:30:58,4:45:59,565,300,13,9,80,75,85,69,75,70,80,85,80,7.9428375,37.4406553,1984.2,4.8,uuid:2155794a-1509-4410-b6e0-ed8ea14f4745,2512030705,uuid:2155794a-1509-4410-b6e0-ed8ea14f4745
100872,S0410200722,OROMIA,Jimma,sokorruu,zamaroo,Rural,"12/25/2025, 8:35:02 AM","12/24/2025, 10:59:16 AM","12/24/2025, 6:07:46 PM",12/24/2025,5709a80a20846068,0,NA,0,0,1,1,0,0,1,1,1,12,0,0,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,14,2:01:35,6:30:54,1,1,6:40:15,10:45:26,350,160,8,5,93,92,94,87,89,86,88,97,98,8.0120751,37.5037313,2111,4.9,uuid:1d54f9f6-b670-4b14-af28-15b326667c0e,2512142209,uuid:1d54f9f6-b670-4b14-af28-15b326667c0e
101609,S0411090132,OROMIA,Qeellam Wallaggaa,laaloo qilee,biiftuu marfoo,Rural,"12/8/2025, 3:08:30 PM","12/8/2025, 10:46:21 AM","12/8/2025, 10:57:20 AM",12/8/2025,bbae1c343e73e9f2,0,NA,1,0,1,1,0,1,0,0,1,12,0,0,4,0,0,0,1,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,7,0,0,0,0,0,1,0,0,0,0,NA,18,2:30:34,19:00:54,1,1,21:00:26,23:00:36,577,316,26,16,95,94,96,88,94,89,90,93,95,8.9035146,35.3015645,1488.8,4.3,uuid:7887ad49-55a1-4091-93f2-c6850ce0d70c,2512030705,uuid:7887ad49-55a1-4091-93f2-c6850ce0d70c
101800,S0411100172,OROMIA,Qeellam Wallaggaa,sayyoo,taabor,Rural,"12/5/2025, 3:14:22 PM","12/5/2025, 1:23:25 PM","12/5/2025, 1:35:16 PM",12/5/2025,bbae1c343e73e9f2,0,NA,1,0,1,1,0,0,1,1,0,14,1,0,8,0,0,0,0,0,0,1,0,0,0,NA,9 10,0,0,0,0,0,0,0,1,1,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,23,3:00:16,19:20:27,1,0,NA,NA,509,278,19,6,999,999,999,999,999,999,999,999,999,8.5670989,34.7541341,2005.9,4.3,uuid:cd066235-d9bc-4e61-a794-6b5b0e8bae1b,2512030705,uuid:cd066235-d9bc-4e61-a794-6b5b0e8bae1b
102046,S0412020372,OROMIA,B/M/Adaamaa,b/m/adaamaa,baatee tiifuu,Urban,"12/5/2025, 4:47:39 AM","12/4/2025, 11:29:10 AM","12/4/2025, 7:06:22 PM",12/4/2025,511b83623529c852,0,NA,1,0,1,1,0,0,1,0,0,4,0,0,7,0,0,0,0,0,1,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,7,0,0,0,0,0,1,0,0,0,0,NA,7,8:15:01,12:15:28,0,1,12:30:32,4:45:33,303,133,12,5,60,58,62,42,48,40,42,70,75,8.4582301,39.17905,1588.9,3.4,uuid:3a38c66e-5f85-47a7-aa8a-58687a66a477,2512030705,uuid:3a38c66e-5f85-47a7-aa8a-58687a66a477
102110,S0412020872,OROMIA,B/M/Adaamaa,b/m/adaamaa,wanjjii lakk.2,Urban,"12/25/2025, 6:37:25 PM","12/22/2025, 11:51:45 AM","12/25/2025, 6:35:52 PM",12/22/2025,511b83623529c852,1,Hoosee,1,1,1,1,1,1,1,0,1,10,1,1,7,0,0,0,0,0,1,0,0,0,0,NA,7,0,0,0,0,0,1,0,0,0,0,NA,7,0,0,0,0,0,1,0,0,0,0,NA,16,8:00:34,12:15:46,1,1,12:30:00,4:45:12,507,200,30,12,90.75,87,94.5,78,89,55,51,92,98,8.4507298,39.2284501,1537.6,4.6,uuid:89d73b6e-d326-4b05-a67b-5946ce7719a7,2512142209,uuid:89d73b6e-d326-4b05-a67b-5946ce7719a7
102231,S0412030692,OROMIA,Shawaa Bahaa,adaamii tulluu,suuroo sad.1ffaa,Rural,"12/12/2025, 7:14:15 PM","12/10/2025, 11:19:30 AM","12/12/2025, 7:13:19 PM",12/10/2025,511b83623529c852,0,NA,0,0,1,0,0,0,0,0,0,4,1,0,7,0,0,0,0,0,1,0,0,0,0,NA,7,0,0,0,0,0,1,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,6,8:00:18,12:15:20,1,1,12:30:23,4:45:27,934,520,11,7,80,70,90,60,80,50,70,70,80,7.9329307,38.7146116,1639.6,4.9,uuid:bdb76d76-2ebd-4564-b83a-09b8f503b454,2512030705,uuid:bdb76d76-2ebd-4564-b83a-09b8f503b454
102520,S0412070482,OROMIA,Shawaa Bahaa,dugdaa,birbirsa gudda saabolee,Rural,"12/9/2025, 2:43:11 AM","12/8/2025, 11:25:22 AM","12/8/2025, 9:00:40 PM",12/8/2025,511b83623529c852,0,NA,0,0,1,0,0,0,1,0,0,5,0,0,7,0,0,0,0,0,1,0,0,0,0,NA,7,0,0,0,0,0,1,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,9,8:00:18,12:15:48,1,1,12:30:33,4:45:57,176,86,8,5,93,94,92,58,76,55,61,81,87,8.2729433,38.7314583,1714.8,5,uuid:50c532ea-a638-461b-be24-ab4176a2ef30,2512030705,uuid:50c532ea-a638-461b-be24-ab4176a2ef30
102592,S0412070992,OROMIA,Shawaa Bahaa,dugdaa,wayyoo sad.1ffaa,Rural,"12/6/2025, 7:53:52 AM","12/5/2025, 2:42:40 PM","12/6/2025, 3:59:21 AM",12/5/2025,511b83623529c852,0,NA,1,0,1,1,0,0,1,0,0,10,1,0,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,2 7,0,1,0,0,0,1,0,0,0,0,NA,14,8:00:08,12:15:12,1,1,12:30:20,10:46:22,855,426,11,6,71,70,72,65,68,50,52,80,85,8.0676593,38.7431195,1631.3,4.5,uuid:81374476-bd52-4b38-b818-ec5e12fd3348,2512030705,uuid:81374476-bd52-4b38-b818-ec5e12fd3348
102904,S0412100322,OROMIA,Shawaa Bahaa,liiban cuqqaalaa,dolooloo jilaa,Rural,"12/9/2025, 8:15:48 PM","12/9/2025, 10:08:42 AM","12/9/2025, 8:10:23 PM",12/9/2025,511b83623529c852,0,NA,1,1,1,1,1,0,1,0,1,6,1,0,7,0,0,0,0,0,1,0,0,0,0,NA,7,0,0,0,0,0,1,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,15,8:00:09,12:15:31,1,1,12:30:46,4:45:36,365,189,22,9,79.5,79,80,74,80,56,71,81,88,8.5765282,38.9025905,1739.4,4.8,uuid:b06f9bde-9d4f-4e24-948c-50b60743bd13,2512030705,uuid:b06f9bde-9d4f-4e24-948c-50b60743bd13
805094,S0413010402,OROMIA,Shawaa Kaabaa,abbichuuf nya'aa,abdallaa mahaagil,Rural,"12/17/2025, 8:30:05 PM","12/17/2025, 10:54:57 AM","12/17/2025, 8:27:53 PM",12/17/2025,511b83623529c852,0,NA,0,0,1,1,0,0,0,0,1,5,1,0,7,0,0,0,0,0,1,0,0,0,0,NA,7,0,0,0,0,0,1,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,10,8:00:47,12:15:05,1,1,12:30:48,4:45:08,445,231,10,5,999,999,999,999,999,999,999,999,999,9.5509418,39.2281244,2726,4.6,uuid:864571f3-a37f-481e-97a9-11df584cf927,2512142209,uuid:864571f3-a37f-481e-97a9-11df584cf927
805332,S0413040042,OROMIA,Shawaa Kaabaa,dabra libaanoos,xaree qachaa,Rural,"12/19/2025, 9:10:27 PM","12/19/2025, 10:56:20 AM","12/19/2025, 8:53:44 PM",12/19/2025,511b83623529c852,1,Mataa Arbaa,0,0,1,1,0,0,1,0,0,5,0,0,7,0,0,0,0,0,1,0,0,0,0,NA,7,0,0,0,0,0,1,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,9,8:00:16,12:15:37,1,1,12:30:58,4:45:18,213,126,17,10,93.8,93.1,94.5,93,91,92,90,96,94,9.647515,38.775935,2661.4,4.3,uuid:b72fb6bf-b4a7-445d-90f5-77d47d3a1d7f,2512142209,uuid:b72fb6bf-b4a7-445d-90f5-77d47d3a1d7f
805949,S0413130232,OROMIA,Shawaa Kaabaa,waacaalee,muka xurii lakk 3,Urban,"12/18/2025, 10:16:14 PM","12/18/2025, 10:35:59 AM","12/18/2025, 7:29:26 PM",12/18/2025,511b83623529c852,0,NA,1,1,1,1,0,0,1,1,1,11,1,0,7,0,0,0,0,0,1,0,0,0,0,NA,7,0,0,0,0,0,1,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,17,8:00:48,12:15:05,1,1,12:30:24,4:45:05,1103,477,31,15,80.9,79.8,82.01,999,999,999,999,999,999,9.5420954,38.8714804,2633.5,4.9,uuid:a55e3ca7-24a5-4dba-8c12-5f9cc36ef6c0,2512142209,uuid:a55e3ca7-24a5-4dba-8c12-5f9cc36ef6c0
806059,S0413150852,OROMIA,Shawaa Kaabaa,b/m/caancoo,caancoo lakk.2 (1-8),Urban,"12/20/2025, 10:05:13 PM","12/20/2025, 10:58:58 AM","12/20/2025, 10:00:31 PM",12/20/2025,511b83623529c852,0,NA,1,1,1,1,1,0,1,1,1,13,1,0,7,0,0,0,0,0,1,0,0,0,0,NA,7,0,0,0,0,0,1,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,20,8:00:35,12:15:49,1,1,12:30:09,4:45:27,1164,596,35,9,999,999,999,999,999,999,999,999,999,9.3007367,38.7476683,2577.5,3.9,uuid:267e4787-f140-47e0-8140-d29de4ba4d07,2512142209,uuid:267e4787-f140-47e0-8140-d29de4ba4d07
791665,S0413190212,OROMIA,Shawaa Kaabaa,barrak,hulluqqoo,Rural,"12/16/2025, 6:14:13 PM","12/15/2025, 12:59:33 PM","12/16/2025, 5:52:48 PM",12/15/2025,511b83623529c852,0,NA,0,1,1,1,0,0,1,1,1,4,1,1,7,0,0,0,0,0,1,0,0,0,0,NA,7,0,0,0,0,0,1,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,8,8:00:32,12:15:51,1,1,12:30:07,4:45:18,302,176,13,8,92.3,90.1,94.5,82,80,66,60,80,85,9.2344138,38.8617382,2889.4,4.9,uuid:9aa3c1f7-0c2b-4606-b83d-941082f2aadc,2512111025,uuid:9aa3c1f7-0c2b-4606-b83d-941082f2aadc
104141,S0414010492,OROMIA,Shawaa Kibba Lixaa,ammayyaa,ammayyaa,Urban,"12/18/2025, 8:33:19 PM","12/18/2025, 1:02:25 PM","12/18/2025, 10:25:44 PM",12/18/2025,4b8dc9a715f0e7e5,1,Abay  korke,1,1,1,1,1,0,1,1,1,24,1,0,7,0,0,0,0,0,1,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,7,0,0,0,0,0,1,0,0,0,0,NA,48,10:00:54,14:15:55,1,1,14:30:57,12:45:58,3781,1852,85,34,87,88,86,999,999,999,999,999,999,8.5913133,37.7497917,1991.7,3.5,uuid:33291961-86c8-4a7b-ae15-d2173ca42d3e,2512142209,uuid:33291961-86c8-4a7b-ae15-d2173ca42d3e
104259,S0414020292,OROMIA,Shawaa Kibba Lixaa,bacho,abdii guddinaa,Urban,"12/17/2025, 6:45:43 PM","12/17/2025, 11:46:52 AM","12/17/2025, 6:44:01 PM",12/17/2025,6b74f9d4edaa4c9a,0,NA,1,1,1,0,0,0,1,1,1,13,0,0,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,26,2:00:11,6:15:14,1,1,6:30:26,10:45:37,2005,813,56,22,999,999,999,999,999,999,999,999,999,8.6648073,38.2152232,2170,4.7,uuid:621d16dc-f90e-414e-b93e-e56248295fad,2512142209,uuid:621d16dc-f90e-414e-b93e-e56248295fad
104406,S0414040052,OROMIA,Shawaa Kibba Lixaa,gooroo,diimtuu,Rural,"12/19/2025, 9:50:00 PM","12/19/2025, 12:19:47 PM","12/19/2025, 9:46:14 PM",12/19/2025,6b74f9d4edaa4c9a,0,NA,1,1,1,1,0,0,1,0,0,7,0,0,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,11,2:00:30,6:15:38,1,1,6:30:56,10:45:04,579,276,19,11,92.5,95,90,999,999,999,999,999,999,8.429788,37.9543708,1904.5,4.6,uuid:08abc7a7-dc39-48bc-8a3d-bc3d8eae5047,2512142209,uuid:08abc7a7-dc39-48bc-8a3d-bc3d8eae5047
562620,S0414080272,OROMIA,Shawaa Kibba Lixaa,sooddoo daacii,tarree sillaasee,Urban,"12/23/2025, 7:42:17 PM","12/23/2025, 11:22:00 AM","12/23/2025, 7:39:51 PM",12/23/2025,6b74f9d4edaa4c9a,0,NA,1,1,1,1,0,0,1,1,0,15,0,0,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,30,2:00:39,6:15:47,1,1,6:30:59,10:45:05,1650,700,51,19,96,97,95,999,999,999,999,999,999,8.5334849,38.6285418,2188.9,4.9,uuid:ba7c6f1c-0bed-4d4b-8196-9c490bb69731,2512142209,uuid:ba7c6f1c-0bed-4d4b-8196-9c490bb69731
89812,S0414120152,OROMIA,Shawaa Kibba Lixaa,sabbataa hawaas,booroo fi hiroo,Rural,"12/22/2025, 8:16:10 PM","12/22/2025, 11:22:53 AM","12/22/2025, 8:13:51 PM",12/22/2025,6b74f9d4edaa4c9a,0,NA,0,1,1,0,0,0,1,1,0,7,0,0,2 4 5,0,1,0,1,1,0,0,0,0,0,NA,2 4 5,0,1,0,1,1,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,14,2:00:29,6:15:26,1,1,6:30:39,10:45:48,992,529,16,7,999,999,999,999,999,999,999,999,999,8.8053733,38.5370082,2094.1,4.8,uuid:b2ee4818-4b09-452f-b4cb-3075dd9d7507,2512142209,uuid:b2ee4818-4b09-452f-b4cb-3075dd9d7507
105286,S0415020322,OROMIA,Shawaa Lixaa,ada'aa bargaa,siree bargaa,Rural,"12/12/2025, 6:05:19 PM","12/12/2025, 2:21:43 PM","12/12/2025, 8:01:36 PM",12/12/2025,4b8dc9a715f0e7e5,0,NA,1,0,1,1,0,0,1,1,1,6,1,0,7,0,0,0,0,0,1,0,0,0,0,NA,4 9 10,0,0,0,1,0,0,0,1,1,0,NA,7,0,0,0,0,0,1,0,0,0,0,NA,8,10:00:27,14:15:27,1,1,14:30:10,6:45:12,401,232,14,9,91.5,86,97,999,999,999,999,999,999,9.2979513,38.4097365,2871.9,4.6,uuid:3713739f-36d4-4731-983e-02cebe9749d9,2512111025,uuid:3713739f-36d4-4731-983e-02cebe9749d9
105692,S0415080472,OROMIA,Shawaa Lixaa,dandii,dandii birhaan,Rural,"12/26/2025, 5:44:36 PM","12/25/2025, 10:37:33 AM","12/25/2025, 6:31:29 PM",12/25/2025,bbae1c343e73e9f2,0,NA,1,1,1,1,0,0,1,1,1,16,1,1,97,0,0,0,0,0,0,0,0,0,1,Qulqulleesitu qabna,97,0,0,0,0,0,0,0,0,0,1,Qulqulleesitu qabna,2,0,1,0,0,0,0,0,0,0,0,NA,21,2:00:48,18:15:47,1,1,18:30:45,22:45:44,1017,566,13,9,87.45,89,85.9,86,81,87,85,85.5,95,8.8329114,38.0102587,3126.5,3.2,uuid:9a01b57b-b6fa-4d00-9d53-0f322b1b351d,2512142209,uuid:9a01b57b-b6fa-4d00-9d53-0f322b1b351d
105819,S0415100272,OROMIA,Shawaa Lixaa,ejeree,kusaayee,Rural,"12/15/2025, 5:57:07 PM","12/15/2025, 12:47:14 PM","12/15/2025, 5:50:05 PM",12/15/2025,6b74f9d4edaa4c9a,0,NA,0,0,1,0,0,0,1,1,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,9,2:00:43,6:15:44,1,1,6:10:00,10:45:10,275,138,10,5,81.5,82,81,999,999,999,999,999,999,9.0157317,38.4258767,2156.3,4.3,uuid:022ef96d-4f92-4a0c-8297-7d685cdb6703,2512111025,uuid:022ef96d-4f92-4a0c-8297-7d685cdb6703
105830,S0415100372,OROMIA,Shawaa Lixaa,ejeree,waajituu sad.1ffaa,Rural,"12/16/2025, 7:05:23 PM","12/16/2025, 1:03:52 PM","12/16/2025, 9:00:08 PM",12/16/2025,4b8dc9a715f0e7e5,0,NA,1,1,1,0,0,0,1,1,1,12,1,1,4 5 9 10,0,0,0,1,1,0,0,1,1,0,NA,3 4 5,0,0,1,1,1,0,0,0,0,0,NA,9 10,0,0,0,0,0,0,0,1,1,0,NA,12,10:00:09,14:13:13,1,1,14:30:27,12:45:40,555,285,12,7,89,87,91,999,999,999,999,999,999,9.0029782,38.4430172,2222.7,4.5,uuid:ad2f0bf8-c7aa-46fe-991f-79d790f82433,2512142209,uuid:ad2f0bf8-c7aa-46fe-991f-79d790f82433
106327,S0415170012,OROMIA,Shawaa Lixaa,liiban jaawwii,caffee irreensaa,Rural,"12/24/2025, 8:05:45 PM","12/24/2025, 11:12:02 AM","12/24/2025, 11:40:13 AM",12/24/2025,bbae1c343e73e9f2,0,NA,0,1,1,1,0,0,1,1,1,6,0,0,2,0,1,0,0,0,0,0,0,0,0,NA,97,0,0,0,0,0,0,0,0,0,1,Hin qulqulahu mucaa fi biyyee irraa waan hoojetamef,2,0,1,0,0,0,0,0,0,0,0,NA,8,2:00:49,18:15:50,0,1,18:30:51,22:45:52,569,302,8,3,77,76,78,78,79,84,80,78,93,8.9518097,37.5829274,2508.7,4.9,uuid:6aa32066-fee4-4e2a-8fa8-8b097e54710d,2512142209,uuid:6aa32066-fee4-4e2a-8fa8-8b097e54710d
562484,S0416090132,OROMIA,Wallagaa Bahaa,jimmaa arjoo,nimoonaa sad 1ffaa,Urban,"12/11/2025, 2:46:02 PM","12/6/2025, 12:41:43 PM","12/11/2025, 2:43:56 PM",12/6/2025,3.58E+14,0,NA,1,0,1,1,0,0,1,1,1,20,0,1,2 4,0,1,0,1,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,25,2:40:33,8:15:46,1,0,NA,NA,968,486,38,18,61.5,60,63,59,60,63,68,70,72,8.7528812,36.5064264,2479,4.8,uuid:b4eed0f0-45cc-4976-b616-870bc01a4a7b,2512030705,uuid:b4eed0f0-45cc-4976-b616-870bc01a4a7b
107778,S0416170132,OROMIA,Wallagaa Bahaa,waayyuu tuqaa,baata baasaqaa,Rural,"12/23/2025, 7:00:34 PM","12/23/2025, 9:43:11 AM","12/23/2025, 11:22:34 AM",12/23/2025,bbae1c343e73e9f2,0,NA,1,0,1,1,0,0,1,0,1,14,0,0,2 7 8,0,1,0,0,0,1,1,0,0,0,NA,2 4 5 7,0,1,0,1,1,1,0,0,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,NA,25,2:40:55,19:40:12,0,0,NA,NA,850,450,10,7,82.25,72,92.5,88,90,75,90,89,90,8.9790687,36.6021996,1849.4,4.9,uuid:6169e33e-149f-4475-b331-f7701b7e8ad2,2512142209,uuid:6169e33e-149f-4475-b331-f7701b7e8ad2
