code,emis_code,region,zone,woreda,school_name,rural,SubmissionDate,starttime,endtime,surveyday,deviceid,consent,respondent_code,note_no_consent,sex,A2,A2_1,A2_2,A2_3,A2_4,A2_5,A2_6,A2_7,A2_8,A2_9,A3,A3_1,A3_2,A3_3,A3_97,A3_other,A4,A4_other,A5,A5_other,A6,A6_other,A7,A8,A9,A10,A11,A12,B1,B1_1,B1_2,B1_3,B1_4,B1_5,B1_97,B1_98,B1_other,B2,B2_other,B3,B3_1,B3_2,B3_3,B3_4,B3_5,B3_6,B3_97,B3_other,B4,B5,B5_1,B5_2,B5_3,B5_4,B5_5,B5_97,B5_other,B6,B6_1,B6_2,B6_3,B6_4,B6_5,B6_6,B6_7,B6_8,B6_9,B6_97,B6_other,B7,B7_1,B7_2,B7_3,B7_4,B7_5,B7_6,B7_7,B7_8,B7_97,B7_98,B7_other,B8,B8_1,B8_2,B8_3,B8_4,B8_5,B8_6,B8_7,B8_8,B8_97,B8_98,B8_other,C1_1,C1_2,C1_3,C1_4,C2_1,C2_2,C2_3,C2_4,C3,C3_1,C3_2,C3_3,C3_4,C3_5,C3_6,C3_7,C3_8,C3_9,C3_10,C3_11,C3_12,C3_0,C3_other,C4,C5,C5_other,C6,C6_1,C6_2,C6_3,C6_4,C6_5,C6_6,C6_7,C6_8,C6_9,C6_10,C6_11,C6_97,C6_98,C6_other,C7_1,C7_2,C7_3,C7_4,C7_5,C7_6,C8_1,C8_2,C8_3,C8_4,C9_1,C9_2,C9_3,C9_4,C9_5,C9_6,C10_1,C10_2,C10_3,C11,C11_1,C11_2,C11_3,C11_4,C11_5,C11_6,C11_97,C11_98,C11_other,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D2_1,D2_2,D2_3,D2_4,D2_5,D3,D3_other,D5_1,D5_2,D5_3,D5_4,D5_5,D6,D6_1,D6_2,D6_3,D6_4,D6_97,D6_other,D7,D7_other,E1_1,E1_2,E1_3,E1_4,E1_5,E1_6,E1_7,E1_8,E1_9,E1_10,E1_97,E1_other,E2_1,E2_2,E2_3,E2_4,E2_5,E2_6,E2_7,E3_1,E3_2,E3_3,E3_4,E3_5,E3_6,E3_7,E3_8,E3_9,E3_10,E3_11,E4,E4_1,E4_2,E4_3,E4_4,E4_5,E4_6,E4_7,E4_8,E4_9,E4_10,E4_11,E5_1,E5_2,E5_3,E5_4,E5_5,E5_6,E5_7,E6,E7,E8,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F3_1,F3_2,F3_3,F3_4,F3_5,F4,F4_1,F4_2,F4_3,F4_4,F4_5,F4_6,F4_97,F4_other,F5,F6_1,F6_2,F6_3,F6_4,F6_5,F6_6,F6_7,F6_8,F7,G1,G1_1,G1_2,G1_3,G1_4,G1_5,G1_6,G1_7,G1_8,G1_97,G1_other,G2a,G2b,G3,G4,instanceID,formdef_version,KEY,consentgroup[1]/SectionC[1]/C6[1]/C6_1,consentgroup[1]/SectionC[1]/C6[1]/C6_2,consentgroup[1]/SectionC[1]/C6[1]/C6_3,consentgroup[1]/SectionC[1]/C6[1]/C6_4,consentgroup[1]/SectionC[1]/C6[1]/C6_5,consentgroup[1]/SectionC[1]/C6[1]/C6_6,consentgroup[1]/SectionC[1]/C8[1]/C8_5,consentgroup[1]/SectionC[1]/C8[1]/C8_6,consentgroup[1]/SectionC[1]/C10,consentgroup[1]/SectionD[1]/D4
836920,S0405020412,OROMIA,Gujii,adoolaa reeddee,anfaraaraa uddoo,Rural,"12/24/2025, 8:26:40 PM","12/24/2025, 10:59:17 AM","12/24/2025, 8:21:19 PM",12/24/2025,31d542a9aea3f2c5,1,T10802,NA,male,4 5 6 7 8,0,0,0,1,1,1,1,1,0,97,0,0,0,1,"Civics, General science,Gada",7,NA,5,NA,1,NA,2000,2017,5,0,NA,NA,1 2,1,1,0,0,0,0,0,NA,1,NA,5 6,0,0,0,0,1,1,0,NA,1,3,0,0,1,0,0,0,NA,3 4 7,0,0,1,1,0,0,1,0,0,0,NA,3 4,0,0,1,1,0,0,0,0,0,0,NA,3 7,0,0,1,0,0,0,1,0,0,0,NA,3,4,1,3,1,1,1,1,2 5 8 11,0,1,0,0,1,0,0,1,0,0,1,0,0,NA,4,2,NA,3 4 9 11,0,0,1,1,0,0,0,0,1,0,1,0,0,NA,3,3,4,3,4,3,4,3,3,4,5,4,4,4,5,4,2,1,1,5,0,0,0,0,1,0,0,0,NA,4,4,4,3,3,3,4,4,3,4,4,2,NA,3,3,2,3,4,2,0,1,0,0,0,NA,4,NA,0,0,0,0,1,1,1,1,1,0,0,NA,2,2,2,3,4,3,2,2,2,1,3,2,2,2,2,1,2,2,2 10,0,1,0,0,0,0,0,0,0,1,0,4,2,4,4,2,4,2,2,3,4,10,3,3,3,4,3,4,4,4,2,4,4,2 4,0,1,0,1,0,0,0,NA,1,3,2,3,1,2,1,1,1,None,7 8,0,0,0,0,0,0,1,1,0,NA,37,NA,16774,No training during when new teaching curriculum released this was what I faced during my teaching path!,uuid:61998401-99b8-40e7-9863-f47c2aa34fc9,2512142209,uuid:61998401-99b8-40e7-9863-f47c2aa34fc9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
836920,S0405020412,OROMIA,Gujii,adoolaa reeddee,anfaraaraa uddoo,Rural,"12/24/2025, 8:26:41 PM","12/24/2025, 12:05:15 PM","12/24/2025, 8:22:15 PM",12/24/2025,31d542a9aea3f2c5,1,T10803,NA,male,1 2 6,1,1,0,0,0,1,0,0,0,97,0,0,0,1,Gadaa and safuu,3,NA,3,NA,1,NA,2012,2017,2,0,NA,NA,5,0,0,0,0,1,0,0,NA,1,NA,5 6,0,0,0,0,1,1,0,NA,1,3,0,0,1,0,0,0,NA,3 4 7,0,0,1,1,0,0,1,0,0,0,NA,3 4,0,0,1,1,0,0,0,0,0,0,NA,2 4,0,1,0,1,0,0,0,0,0,0,NA,3,3,1,3,1,1,1,1,2 4 6 8 9,0,1,0,1,0,1,0,1,1,0,0,0,0,NA,4,2,NA,2 3 4 5 9 11,0,1,1,1,1,0,0,0,1,0,1,0,0,NA,4,2,4,3,4,4,4,2,3,4,5,5,3,4,4,3,2,1,1,5,0,0,0,0,1,0,0,0,NA,3,3,3,3,3,2,4,3,3,4,3,2,NA,4,3,3,2,4,2 3,0,1,1,0,0,NA,4,NA,0,0,0,1,1,1,1,1,1,0,0,NA,2,2,2,2,4,3,3,1,1,3,1,1,2,2,2,1,1,3,1 10,1,0,0,0,0,0,0,0,0,1,0,3,3,3,4,3,2,3,3,3,2,5,3,3,4,4,3,3,4,4,4,2,4,1 2 4 97,1,1,0,1,0,0,1,To get married,1,2,3,3,1,2,3,2,1,None,4 7,0,0,0,1,0,0,1,0,0,NA,28,NA,10683,The main challenge I faced was to teach unrelated subjects I learned in college.,uuid:8bb09fde-a8b7-4e8d-a072-0d68a4d3d1e6,2512142209,uuid:8bb09fde-a8b7-4e8d-a072-0d68a4d3d1e6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837217,S0405040212,OROMIA,Boorana Bahaa,b/m/nageellee booranaa,makaanaa iyyasuus,Urban,"12/25/2025, 8:20:28 PM","12/25/2025, 10:14:59 AM","12/25/2025, 8:11:37 PM",12/25/2025,4794b43bebbd3e7c,1,T12001,NA,female,1 2 3 4,1,1,1,1,0,0,0,0,0,1,1,0,0,0,NA,7,NA,5,NA,1,NA,1985,2005,3,1,2,3,5,0,0,0,0,1,0,0,NA,1,NA,2 5,0,1,0,0,1,0,0,NA,1,2 3,0,1,1,0,0,0,NA,1 2 3 7 9,1,1,1,0,0,0,1,0,1,0,NA,2 5,0,1,0,0,1,0,0,0,0,0,NA,4 5,0,0,0,1,1,0,0,0,0,0,NA,4,4,3,4,1,1,1,1,2 8 9,0,1,0,0,0,0,0,1,1,0,0,0,0,NA,1,2,NA,2 4 5 6 9,0,1,0,1,1,1,0,0,1,0,0,0,0,NA,4,3,4,3,4,4,4,3,3,4,5,5,3,5,3,4,2,2,1,5,0,0,0,0,1,0,0,0,NA,4,4,4,2,1,3,1,1,3,5,3,2,NA,3,1,1,1,4,1 2 3,1,1,1,0,0,NA,1,NA,0,0,0,0,0,1,0,0,1,0,0,NA,2,3,3,1,4,2,1,2,2,2,2,2,2,3,3,3,3,3,1 11,1,0,0,0,0,0,0,0,0,0,1,3,1,3,3,2,4,3,2,2,1,7,1,4,1,4,3,3,4,4,4,4,4,5,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4,0,0,1,1,0,0,0,0,0,NA,59,NA,21978,No comment,uuid:80b5d8d1-cf17-44b9-8547-4d75a3763d92,2512142209,uuid:80b5d8d1-cf17-44b9-8547-4d75a3763d92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837217,S0405040212,OROMIA,Boorana Bahaa,b/m/nageellee booranaa,makaanaa iyyasuus,Urban,"12/25/2025, 9:23:48 PM","12/25/2025, 10:18:31 AM","12/25/2025, 9:14:14 PM",12/25/2025,31d542a9aea3f2c5,1,T12002,NA,male,4 5,0,0,0,1,1,0,0,0,0,2 97,0,1,0,1,Environmental sciences,7,NA,5,NA,1,NA,2003,2015,5,1,3,3,5,0,0,0,0,1,0,0,NA,1,NA,5 6,0,0,0,0,1,1,0,NA,1,1 2 3,1,1,1,0,0,0,NA,3 4 6,0,0,1,1,0,1,0,0,0,0,NA,3 4,0,0,1,1,0,0,0,0,0,0,NA,3 4,0,0,1,1,0,0,0,0,0,0,NA,4,4,2,4,1,1,1,1,2 3 6 8 11,0,1,1,0,0,1,0,1,0,0,1,0,0,NA,4,2,NA,2 3 4 5 11,0,1,1,1,1,0,0,0,0,0,1,0,0,NA,4,4,4,3,3,4,4,3,4,4,5,4,4,3,4,4,3,3,1,2 5,0,1,0,0,1,0,0,0,NA,4,3,4,3,4,3,4,4,4,4,2,2,NA,2,2,2,3,4,2 4 97,0,1,0,1,1,Asking students background,1,NA,1,0,0,1,1,1,0,1,1,0,0,NA,3,4,1,1,4,2,3,1,3,2,3,3,2,2,2,3,3,3,1 2,1,1,0,0,0,0,0,0,0,0,0,1,3,4,4,2,3,3,3,2,1,9,1,4,1,4,4,2,4,4,3,4,4,1 2 4,1,1,0,1,0,0,0,NA,1,2,3,3,1,2,2,2,1,None,7 8,0,0,0,0,0,0,1,1,0,NA,40,NA,20289,The challenge I was faced during my teachinpath is teaching unrelated subjects learned in colleges.,uuid:3b85c614-6baf-499e-9241-27bdef3926c5,2512142209,uuid:3b85c614-6baf-499e-9241-27bdef3926c5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837217,S0405040212,OROMIA,Boorana Bahaa,b/m/nageellee booranaa,makaanaa iyyasuus,Urban,"12/25/2025, 9:23:52 PM","12/25/2025, 11:30:45 AM","12/25/2025, 9:12:29 PM",12/25/2025,31d542a9aea3f2c5,1,T12003,NA,male,6 7,0,0,0,0,0,1,1,0,0,2,0,1,0,0,NA,5,NA,5,NA,1,NA,2001,2015,6,1,2,3,5,0,0,0,0,1,0,0,NA,1,NA,2 5 6,0,1,0,0,1,1,0,NA,1,3,0,0,1,0,0,0,NA,2 3 4 5 6,0,1,1,1,1,1,0,0,0,0,NA,3 4,0,0,1,1,0,0,0,0,0,0,NA,3 4,0,0,1,1,0,0,0,0,0,0,NA,4,3,4,4,1,1,1,1,2 3 4 6 8 11,0,1,1,1,0,1,0,1,0,0,1,0,0,NA,2,2,NA,2 3 4 5 9 11,0,1,1,1,1,0,0,0,1,0,1,0,0,NA,4,4,4,3,4,3,4,3,3,3,5,4,2,3,4,4,3,2,1,2 5,0,1,0,0,1,0,0,0,NA,4,3,4,3,3,3,3,4,3,4,3,2,NA,3,4,2,3,4,2,0,1,0,0,0,NA,1,NA,0,0,0,1,1,1,1,1,1,1,0,NA,2,2,1,2,4,2,2,3,2,3,3,3,2,2,2,3,3,1,1 2,1,1,0,0,0,0,0,0,0,0,0,2,3,3,4,1,3,2,2,3,1,8,3,4,2,4,4,3,3,4,4,4,4,2 4 97,0,1,0,1,0,0,1,Having own home,1,2,3,3,1,2,2,1,1,None,3 7,0,0,1,0,0,0,1,0,0,NA,36,NA,20187,I have faced many challenges from students parent to include in learning and teaching processes.,uuid:449477a7-be8b-4cf9-8603-240c7cf42d9f,2512142209,uuid:449477a7-be8b-4cf9-8603-240c7cf42d9f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837439,S0405080352,OROMIA,Gujii,daamaa,aanolee soodduu,Rural,"12/22/2025, 6:22:08 PM","12/22/2025, 12:13:54 PM","12/22/2025, 6:16:28 PM",12/22/2025,4794b43bebbd3e7c,1,T14401,NA,female,1 2 3 4 5,1,1,1,1,1,0,0,0,0,2 97,0,1,0,1,"General senice ,Sefu,Ogar",3,NA,3,NA,1,NA,2012,2012,1,0,NA,NA,1 2,1,1,0,0,0,0,0,NA,1,NA,6,0,0,0,0,0,1,0,NA,1,1 2 3,1,1,1,0,0,0,NA,3 4 5 7,0,0,1,1,1,0,1,0,0,0,NA,2 5,0,1,0,0,1,0,0,0,0,0,NA,4 5,0,0,0,1,1,0,0,0,0,0,NA,4,4,4,4,4,1,1,1,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,NA,4,2,NA,3 5 8 9,0,0,1,0,1,0,0,1,1,0,0,0,0,NA,3,3,4,3,3,4,4,3,3,4,5,5,4,5,4,5,2,2,1,2 5,0,1,0,0,1,0,0,0,NA,4,4,4,3,1,4,4,4,2,5,5,2,NA,4,3,1,1,4,2,0,1,0,0,0,NA,2,NA,0,0,0,0,0,0,0,1,1,0,0,NA,2,2,1,1,4,4,2,3,3,3,3,3,3,3,3,3,3,3,9 11,0,0,0,0,0,0,0,0,1,0,1,2,1,2,2,1,4,1,3,3,1,9,1,4,4,4,4,3,4,4,4,4,4,1 4,1,0,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 3,0,1,1,0,0,0,0,0,0,NA,26,NA,10600,No comment,uuid:3c72351f-f9a6-4e50-802b-29a2255689e1,2512142209,uuid:3c72351f-f9a6-4e50-802b-29a2255689e1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837439,S0405080352,OROMIA,Gujii,daamaa,aanolee soodduu,Rural,"12/22/2025, 6:26:22 PM","12/22/2025, 12:05:51 PM","12/22/2025, 6:25:04 PM",12/22/2025,31d542a9aea3f2c5,1,T14402,NA,male,3 5 7 8,0,0,1,0,1,0,1,1,0,1,1,0,0,0,NA,7,NA,5,NA,1,NA,1995,2007,6,1,2017,3,5,0,0,0,0,1,0,0,NA,1,NA,2 6,0,1,0,0,0,1,0,NA,1,3,0,0,1,0,0,0,NA,3 4 5,0,0,1,1,1,0,0,0,0,0,NA,3 4,0,0,1,1,0,0,0,0,0,0,NA,2 3,0,1,1,0,0,0,0,0,0,0,NA,4,3,4,3,1,1,1,1,2 5 8 9 11,0,1,0,0,1,0,0,1,1,0,1,0,0,NA,4,2,NA,1 2 3 8 9 10 11,1,1,1,0,0,0,0,1,1,1,1,0,0,NA,4,3,3,4,3,3,4,3,3,4,5,5,3,4,5,4,3,1,1,5,0,0,0,0,1,0,0,0,NA,3,4,3,3,3,4,4,4,4,4,4,2,NA,4,3,3,4,3,2 3,0,1,1,0,0,NA,2,NA,0,0,0,1,1,1,1,1,1,0,0,NA,2,2,1,4,3,3,3,3,3,1,3,3,2,2,2,3,3,3,1 9,1,0,0,0,0,0,0,0,1,0,0,4,2,3,3,2,1,3,3,1,1,8,2,3,1,4,4,3,4,3,3,4,4,1 2,1,1,0,0,0,0,0,NA,1,2,3,3,1,2,2,2,1,Distance from town to upgrade the professional,3 4,0,0,1,1,0,0,0,0,0,NA,42,NA,15025,NA,uuid:313b2429-456d-48c0-8011-d276b76b0523,2512142209,uuid:313b2429-456d-48c0-8011-d276b76b0523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837439,S0405080352,OROMIA,Gujii,daamaa,aanolee soodduu,Rural,"12/22/2025, 6:26:23 PM","12/22/2025, 12:59:27 PM","12/22/2025, 6:25:28 PM",12/22/2025,31d542a9aea3f2c5,1,T14403,NA,male,1 2 3 4 5 6 7 8,1,1,1,1,1,1,1,1,0,1,1,0,0,0,NA,6,NA,5,NA,1,NA,2000,2002,3,1,1,3,5,0,0,0,0,1,0,0,NA,1,NA,2 5,0,1,0,0,1,0,0,NA,1,3,0,0,1,0,0,0,NA,3 4 5 7,0,0,1,1,1,0,1,0,0,0,NA,2 5,0,1,0,0,1,0,0,0,0,0,NA,2 4,0,1,0,1,0,0,0,0,0,0,NA,3,3,2,4,1,1,1,1,2 3 5 7 8 11,0,1,1,0,1,0,1,1,0,0,1,0,0,NA,3,2,NA,1 2 3 4 5 9 11,1,1,1,1,1,0,0,0,1,0,1,0,0,NA,3,4,4,3,4,4,3,2,3,3,5,4,2,4,4,4,3,1,1,2 5,0,1,0,0,1,0,0,0,NA,3,3,3,3,2,3,4,4,3,4,3,2,NA,4,4,3,2,4,2 3 4,0,1,1,1,0,NA,3,NA,1,1,0,1,1,1,1,1,1,0,0,NA,3,4,2,2,4,4,3,1,1,1,3,3,2,2,2,3,3,3,2 9,0,1,0,0,0,0,0,0,1,0,0,2,3,2,3,3,3,3,1,1,1,7,3,4,1,4,3,3,4,4,2,3,3,2 4,0,1,0,1,0,0,0,NA,1,2,2,3,1,2,2,1,1,None,4 7,0,0,0,1,0,0,1,0,0,NA,50,NA,14300,NA,uuid:266babbe-483b-4b5d-a51f-fe511755fd80,2512142209,uuid:266babbe-483b-4b5d-a51f-fe511755fd80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837559,S0405090322,OROMIA,Gujii,girjaa,guraa qorkee,Rural,"12/27/2025, 10:48:17 AM","12/26/2025, 2:23:38 PM","12/26/2025, 8:06:36 PM",12/26/2025,4794b43bebbd3e7c,1,T30101,NA,female,1 2 3 4,1,1,1,1,0,0,0,0,0,2 97,0,1,0,1,"Ogart,sport",4,NA,3,NA,1,NA,2009,2012,2,0,NA,NA,1 5,1,0,0,0,1,0,0,NA,2,NA,2 6,0,1,0,0,0,1,0,NA,1,1 3,1,0,1,0,0,0,NA,2 5 7,0,1,0,0,1,0,1,0,0,0,NA,2 8,0,1,0,0,0,0,0,1,0,0,NA,2 5,0,1,0,0,1,0,0,0,0,0,NA,4,4,1,4,1,1,1,1,2 6 7 8,0,1,0,0,0,1,1,1,0,0,0,0,0,NA,4,2,NA,3 4 5 8 9,0,0,1,1,1,0,0,1,1,0,0,0,0,NA,4,3,4,3,4,4,4,3,3,3,5,5,3,4,4,3,2,2,1,2 5,0,1,0,0,1,0,0,0,NA,4,3,3,3,2,3,4,3,2,5,4,2,NA,3,3,3,2,4,1 3,1,0,1,0,0,NA,3,NA,0,0,0,1,0,1,0,1,1,0,0,NA,3,3,3,2,4,2,2,3,3,2,3,3,3,3,3,3,3,3,1 4,1,0,0,1,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,1,6,2,3,4,4,3,4,4,4,3,4,4,1 4,1,0,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 7,0,0,0,1,0,0,1,0,0,NA,31,NA,13600,No comment,uuid:f9f21f58-32ad-4f40-abe9-7e52e3aef2f5,2512142209,uuid:f9f21f58-32ad-4f40-abe9-7e52e3aef2f5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837559,S0405090322,OROMIA,Gujii,girjaa,guraa qorkee,Rural,"12/27/2025, 10:48:22 AM","12/26/2025, 3:48:21 PM","12/26/2025, 8:07:47 PM",12/26/2025,4794b43bebbd3e7c,1,T30102,NA,female,1 2 3 4,1,1,1,1,0,0,0,0,0,97,0,0,0,1,"Sefu,Ogert,sport",3,NA,3,NA,1,NA,2009,2010,2,0,NA,NA,1 5,1,0,0,0,1,0,0,NA,2,NA,5 6,0,0,0,0,1,1,0,NA,1,1,1,0,0,0,0,0,NA,2 3 4,0,1,1,1,0,0,0,0,0,0,NA,2 6,0,1,0,0,0,1,0,0,0,0,NA,2 8,0,1,0,0,0,0,0,1,0,0,NA,3,4,2,3,4,1,1,1,2 7 8,0,1,0,0,0,0,1,1,0,0,0,0,0,NA,4,2,NA,3 5 6 10,0,0,1,0,1,1,0,0,0,1,0,0,0,NA,4,3,3,3,4,3,3,3,3,3,5,5,3,5,3,4,3,2,1,2 5,0,1,0,0,1,0,0,0,NA,3,2,2,3,1,1,3,3,1,3,3,2,NA,3,3,3,2,4,1 2 3,1,1,1,0,0,NA,2,NA,0,0,0,1,1,1,1,1,1,0,0,NA,3,3,1,2,4,2,3,3,1,2,3,1,2,3,3,3,3,3,1 4,1,0,0,1,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,1,8,2,3,4,4,3,4,3,4,3,4,4,1 2 4,1,1,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 5,0,0,1,0,1,0,0,0,0,NA,29,NA,14694,Lack of Transportion of Wareda abut to school and high cost of Transportion.,uuid:2bb711e7-6adb-4770-b3f9-26ca6fdf0f11,2512142209,uuid:2bb711e7-6adb-4770-b3f9-26ca6fdf0f11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837559,S0405090322,OROMIA,Gujii,girjaa,guraa qorkee,Rural,"12/27/2025, 11:14:08 AM","12/26/2025, 12:42:46 PM","12/26/2025, 9:10:59 PM",12/26/2025,31d542a9aea3f2c5,1,T30103,NA,male,5 6 7 8,0,0,0,0,1,1,1,1,0,97,0,0,0,1,"General science,safuu",3,NA,3,NA,1,NA,2009,2012,2,0,NA,NA,5,0,0,0,0,1,0,0,NA,1,NA,2 5 6,0,1,0,0,1,1,0,NA,1,3,0,0,1,0,0,0,NA,3 5 6 7,0,0,1,0,1,1,1,0,0,0,NA,4 5,0,0,0,1,1,0,0,0,0,0,NA,4 7,0,0,0,1,0,0,1,0,0,0,NA,3,3,2,2,1,1,1,1,2 4 6 7 8 9,0,1,0,1,0,1,1,1,1,0,0,0,0,NA,3,2,NA,3 4 5 9 11,0,0,1,1,1,0,0,0,1,0,1,0,0,NA,3,3,3,4,4,4,3,3,3,4,5,5,3,5,4,4,3,1,1,5,0,0,0,0,1,0,0,0,NA,4,2,2,3,4,3,2,2,3,2,3,2,NA,3,4,3,4,4,2,0,1,0,0,0,NA,1,NA,0,0,0,1,1,1,1,1,1,0,0,NA,4,3,2,2,4,3,3,3,3,3,3,3,2,2,3,3,3,3,3 4,0,0,1,1,0,0,0,0,0,0,0,3,1,3,3,4,4,2,3,3,1,6,3,2,4,4,4,4,4,4,2,4,4,1 2,1,1,0,0,0,0,0,NA,1,2,2,3,1,2,2,1,1,Distance from town to obtain new qualification,3 6,0,0,1,0,0,1,0,0,0,NA,32,NA,14694,I faced many challenges as a teacher in remote area to obtain new qualification,uuid:ad5fdfef-5966-4f44-93d2-beaebacbb2c4,2512142209,uuid:ad5fdfef-5966-4f44-93d2-beaebacbb2c4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93262,S0406060122,OROMIA,Harargee Bahaa,baddannoo,tortoraa qal'aa,Rural,"12/30/2025, 6:23:07 PM","12/30/2025, 2:54:55 PM","12/30/2025, 3:16:55 PM",12/30/2025,b069b6a079b16d18,1,T24501,NA,male,7 8,0,0,0,0,0,0,1,1,0,1,1,0,0,0,NA,3,NA,3,NA,1,NA,2011,2015,3,1,1,3,1 2,1,1,0,0,0,0,0,NA,2,NA,6,0,0,0,0,0,1,0,NA,1,3,0,0,1,0,0,0,NA,3 4,0,0,1,1,0,0,0,0,0,0,NA,1 4,1,0,0,1,0,0,0,0,0,0,NA,3 5,0,0,1,0,1,0,0,0,0,0,NA,3,3,3,3,1,1,1,1,4 5 6,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,4,2,NA,2 4 5 8 9,0,1,0,1,1,0,0,1,1,0,0,0,0,NA,4,4,4,4,4,4,4,3,3,4,5,5,5,5,3,5,1,2,1,1 2,1,1,0,0,0,0,0,0,NA,3,4,3,3,4,3,3,3,3,4,3,5,NA,3,3,3,3,1,2 4,0,1,0,1,0,NA,1,NA,1,0,0,1,0,0,0,1,1,0,0,NA,4,4,1,3,4,2,2,3,2,3,2,3,2,3,3,2,2,2,2 6,0,1,0,0,0,1,0,0,0,0,0,1,1,2,1,1,4,4,3,3,2,7,3,4,4,4,4,1,4,4,4,4,4,2 4,0,1,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,0,NA,26,NA,10300,NA,uuid:11faa54e-6e9f-469b-8b8c-b80f2f4607e1,2512142209,uuid:11faa54e-6e9f-469b-8b8c-b80f2f4607e1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93262,S0406060122,OROMIA,Harargee Bahaa,baddannoo,tortoraa qal'aa,Rural,"12/31/2025, 11:26:34 AM","12/30/2025, 3:17:02 PM","12/31/2025, 11:13:27 AM",12/30/2025,b069b6a079b16d18,1,T24502,NA,male,5 6 7,0,0,0,0,1,1,1,0,0,97,0,0,0,1,ሳይንስ,3,NA,3,NA,1,NA,2009,2016,5,0,NA,NA,1 2,1,1,0,0,0,0,0,NA,3,NA,5 6,0,0,0,0,1,1,0,NA,1,3,0,0,1,0,0,0,NA,1 3 5,1,0,1,0,1,0,0,0,0,0,NA,3 4,0,0,1,1,0,0,0,0,0,0,NA,2 5,0,1,0,0,1,0,0,0,0,0,NA,4,4,4,3,1,1,1,1,5 6,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,4,2,NA,2 4 5,0,1,0,1,1,0,0,0,0,0,0,0,0,NA,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,2,2,2,1 2,1,1,0,0,0,0,0,0,NA,3,3,3,3,4,3,4,4,4,4,3,4,NA,2,2,2,3,2,1 2,1,1,0,0,0,NA,1,NA,1,1,0,1,1,1,1,1,1,1,0,NA,3,3,4,4,4,4,3,1,2,1,3,3,2,3,3,3,3,3,2 11,0,1,0,0,0,0,0,0,0,0,1,3,3,3,4,1,3,3,3,3,1,7,4,3,4,4,4,1,4,4,4,4,4,2 4,0,1,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 7,0,0,0,0,1,0,1,0,0,NA,26,NA,10300,NA,uuid:19f3ef31-faba-4b2e-91f2-aa661b6e43c5,2512142209,uuid:19f3ef31-faba-4b2e-91f2-aa661b6e43c5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
