code,emis_code,region,zone,woreda,school_name,rural,SubmissionDate,starttime,endtime,surveyday,deviceid,consent,respondent_code,note_no_consent,sex,A2,A2_1,A2_2,A2_3,A2_4,A2_5,A2_6,A2_7,A2_8,A2_9,A3,A3_1,A3_2,A3_3,A3_97,A3_other,A4,A4_other,A5,A5_other,A6,A6_other,A7,A8,A9,A10,A11,A12,B1,B1_1,B1_2,B1_3,B1_4,B1_5,B1_97,B1_98,B1_other,B2,B2_other,B3,B3_1,B3_2,B3_3,B3_4,B3_5,B3_6,B3_97,B3_other,B4,B5,B5_1,B5_2,B5_3,B5_4,B5_5,B5_97,B5_other,B6,B6_1,B6_2,B6_3,B6_4,B6_5,B6_6,B6_7,B6_8,B6_9,B6_97,B6_other,B7,B7_1,B7_2,B7_3,B7_4,B7_5,B7_6,B7_7,B7_8,B7_97,B7_98,B7_other,B8,B8_1,B8_2,B8_3,B8_4,B8_5,B8_6,B8_7,B8_8,B8_97,B8_98,B8_other,C1_1,C1_2,C1_3,C1_4,C2_1,C2_2,C2_3,C2_4,C3,C3_1,C3_2,C3_3,C3_4,C3_5,C3_6,C3_7,C3_8,C3_9,C3_10,C3_11,C3_12,C3_0,C3_other,C4,C5,C5_other,C6,C6_1,C6_2,C6_3,C6_4,C6_5,C6_6,C6_7,C6_8,C6_9,C6_10,C6_11,C6_97,C6_98,C6_other,C7_1,C7_2,C7_3,C7_4,C7_5,C7_6,C8_1,C8_2,C8_3,C8_4,C9_1,C9_2,C9_3,C9_4,C9_5,C9_6,C10_1,C10_2,C10_3,C11,C11_1,C11_2,C11_3,C11_4,C11_5,C11_6,C11_97,C11_98,C11_other,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D2_1,D2_2,D2_3,D2_4,D2_5,D3,D3_other,D5_1,D5_2,D5_3,D5_4,D5_5,D6,D6_1,D6_2,D6_3,D6_4,D6_97,D6_other,D7,D7_other,E1_1,E1_2,E1_3,E1_4,E1_5,E1_6,E1_7,E1_8,E1_9,E1_10,E1_97,E1_other,E2_1,E2_2,E2_3,E2_4,E2_5,E2_6,E2_7,E3_1,E3_2,E3_3,E3_4,E3_5,E3_6,E3_7,E3_8,E3_9,E3_10,E3_11,E4,E4_1,E4_2,E4_3,E4_4,E4_5,E4_6,E4_7,E4_8,E4_9,E4_10,E4_11,E5_1,E5_2,E5_3,E5_4,E5_5,E5_6,E5_7,E6,E7,E8,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F3_1,F3_2,F3_3,F3_4,F3_5,F4,F4_1,F4_2,F4_3,F4_4,F4_5,F4_6,F4_97,F4_other,F5,F6_1,F6_2,F6_3,F6_4,F6_5,F6_6,F6_7,F6_8,F7,G1,G1_1,G1_2,G1_3,G1_4,G1_5,G1_6,G1_7,G1_8,G1_97,G1_other,G2a,G2b,G3,G4,instanceID,formdef_version,KEY,consentgroup[1]/SectionC[1]/C6[1]/C6_1,consentgroup[1]/SectionC[1]/C6[1]/C6_2,consentgroup[1]/SectionC[1]/C6[1]/C6_3,consentgroup[1]/SectionC[1]/C6[1]/C6_4,consentgroup[1]/SectionC[1]/C6[1]/C6_5,consentgroup[1]/SectionC[1]/C6[1]/C6_6,consentgroup[1]/SectionC[1]/C8[1]/C8_5,consentgroup[1]/SectionC[1]/C8[1]/C8_6,consentgroup[1]/SectionC[1]/C10,consentgroup[1]/SectionD[1]/D4
805865,S0451510492,OROMIA,B/M/Shanoo,b/m/shanoo,kaarl shanoo sad 1ffaa,Urban,"12/16/2025, 7:05:50 PM","12/16/2025, 9:28:25 AM","12/16/2025, 6:59:03 PM",12/16/2025,72ea367b009c6cb8,1,T12201,NA,male,1 2 3 4,1,1,1,1,0,0,0,0,0,1,1,0,0,0,NA,6,NA,5,NA,1,NA,1998,2005,4,1,4,3,5,0,0,0,0,1,0,0,NA,1,NA,6,0,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 5,0,1,0,0,1,0,0,0,0,0,NA,2 4,0,1,0,1,0,0,0,0,0,0,NA,3,3,3,3,2,2,2,1,4 8 9 11,0,0,0,1,0,0,0,1,1,0,1,0,0,NA,4,2,NA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,4,4,4,4,4,4,4,4,4,3,5,5,5,5,5,5,2,2,1,1 2 5,1,1,0,0,1,0,0,0,NA,3,3,3,3,3,3,4,4,4,4,4,1,NA,2,3,3,3,3,2 3,0,1,1,0,0,NA,3,NA,1,0,0,1,1,1,0,1,1,0,0,NA,1,1,1,1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,1 10,1,0,0,0,0,0,0,0,0,1,0,3,1,1,4,1,4,1,2,2,1,8,3,4,1,3,4,3,3,3,3,3,3,4,0,0,0,1,0,0,0,NA,1,3,3,3,1,1,1,3,3,Nothing,4,0,0,0,1,0,0,0,0,0,NA,39,NA,15220,Nothing,uuid:1c134a3e-207d-4a47-a6ea-9a1d983e6e67,2512030649,uuid:1c134a3e-207d-4a47-a6ea-9a1d983e6e67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805865,S0451510492,OROMIA,B/M/Shanoo,b/m/shanoo,kaarl shanoo sad 1ffaa,Urban,"12/16/2025, 7:05:51 PM","12/16/2025, 10:14:22 AM","12/16/2025, 6:59:22 PM",12/16/2025,72ea367b009c6cb8,1,T12202,NA,female,1 2 3 4,1,1,1,1,0,0,0,0,0,2,0,1,0,0,NA,5,NA,6,NA,1,NA,1995,2004,5,0,NA,NA,5,0,0,0,0,1,0,0,NA,1,NA,6,0,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 5,0,1,0,0,1,0,0,0,0,0,NA,2 4,0,1,0,1,0,0,0,0,0,0,NA,3,3,3,3,2,2,2,2,4 5 8 9 11,0,0,0,1,1,0,0,1,1,0,1,0,0,NA,4,2,NA,1 11,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,4,4,4,4,4,4,3,3,4,4,5,5,5,4,5,5,1,1,1,1 2 5,1,1,0,0,1,0,0,0,NA,3,3,3,3,3,3,4,4,4,4,4,2,NA,4,4,4,4,4,1 2,1,1,0,0,0,NA,3,NA,0,0,0,1,1,1,0,1,1,0,0,NA,1,1,1,1,4,1,1,3,3,3,2,3,3,3,3,3,3,3,6 8,0,0,0,0,0,1,0,1,0,0,0,4,1,4,4,1,4,1,2,2,1,8,1,4,1,4,4,1,3,3,3,3,3,2,0,1,0,0,0,0,0,NA,1,3,3,3,3,3,3,3,3,Nothing,4,0,0,0,1,0,0,0,0,0,NA,40,NA,16715,Nothing,uuid:8bb0279d-3bdd-46bf-bdaf-6fce0f8ccdaa,2512030649,uuid:8bb0279d-3bdd-46bf-bdaf-6fce0f8ccdaa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805865,S0451510492,OROMIA,B/M/Shanoo,b/m/shanoo,kaarl shanoo sad 1ffaa,Urban,"12/16/2025, 7:05:51 PM","12/16/2025, 12:18:05 PM","12/16/2025, 6:59:40 PM",12/16/2025,72ea367b009c6cb8,1,T12203,NA,female,7 8,0,0,0,0,0,0,1,1,0,2,0,1,0,0,NA,7,NA,5,NA,1,NA,1992,2005,6,0,NA,NA,5,0,0,0,0,1,0,0,NA,1,NA,6,0,0,0,0,0,1,0,NA,1,1 3,1,0,1,0,0,0,NA,3 4,0,0,1,1,0,0,0,0,0,0,NA,2 4,0,1,0,1,0,0,0,0,0,0,NA,2 4,0,1,0,1,0,0,0,0,0,0,NA,3,3,2,4,1,1,1,1,4 11,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,2,2,1,1 2 5,1,1,0,0,1,0,0,0,NA,3,3,3,3,3,3,4,4,3,4,4,2,NA,4,4,4,4,4,1 2,1,1,0,0,0,NA,2,NA,1,0,0,1,0,1,0,1,1,0,0,NA,1,3,2,1,4,1,1,2,2,2,2,3,3,3,3,2,3,2,1 4,1,0,0,1,0,0,0,0,0,0,0,4,1,4,4,1,4,1,2,2,1,7,2,4,4,4,4,3,3,3,3,3,3,4,0,0,0,1,0,0,0,NA,1,3,3,3,1,1,1,1,1,Nothing,4,0,0,0,1,0,0,0,0,0,NA,45,NA,16700,Nothing,uuid:737a73df-0c6a-4b24-9f2f-6a78093b53f6,2512030649,uuid:737a73df-0c6a-4b24-9f2f-6a78093b53f6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600032,S0601010072,BENISHANGUL-GUMUZ,Assosa,abrhamo,komeshiga 27,Rural,"12/6/2025, 7:30:55 PM","12/5/2025, 3:11:51 PM","12/6/2025, 4:19:30 PM",12/5/2025,8.62E+14,1,T401,NA,male,5 6,0,0,0,0,1,1,0,0,0,97,0,0,0,1,General Science,5,NA,2,NA,1,NA,1999,1999,1,0,NA,NA,5,0,0,0,0,1,0,0,NA,1,NA,2 6,0,1,0,0,0,1,0,NA,1,3,0,0,1,0,0,0,NA,4 8,0,0,0,1,0,0,0,1,0,0,NA,4 8,0,0,0,1,0,0,0,1,0,0,NA,4 6,0,0,0,1,0,1,0,0,0,0,NA,4,4,4,2,2,2,2,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,4,3,NA,1 2 3 4 5 6 8 9 10 11,1,1,1,1,1,1,0,1,1,1,1,0,0,NA,4,4,4,4,4,4,4,3,3,4,5,5,4,5,5,5,1,1,1,5,0,0,0,0,1,0,0,0,NA,2,2,2,4,4,4,4,5,4,4,5,3,NA,1,4,4,1,3,2,0,1,0,0,0,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,NA,3,1,1,1,4,1,2,3,3,3,3,3,3,3,3,3,3,3,1 4,1,0,0,1,0,0,0,0,0,0,0,3,1,3,1,1,4,3,1,1,1,10,3,4,3,4,4,3,4,4,3,4,4,4,0,0,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 7,1,0,0,0,0,0,1,0,0,NA,36,NA,13319,NA,uuid:0b2bd5da-9798-4847-a2fd-5b7ee41f4e01,2512040829,uuid:0b2bd5da-9798-4847-a2fd-5b7ee41f4e01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600032,S0601010072,BENISHANGUL-GUMUZ,Assosa,abrhamo,komeshiga 27,Rural,"12/6/2025, 7:30:57 PM","12/5/2025, 3:49:05 PM","12/6/2025, 7:29:37 PM",12/5/2025,8.62E+14,1,T402,NA,male,3 4,0,0,1,1,0,0,0,0,0,1,1,0,0,0,NA,3,NA,5,NA,0,NA,2011,2015,2,0,NA,NA,5,0,0,0,0,1,0,0,NA,5,NA,6,0,0,0,0,0,1,0,NA,1,3,0,0,1,0,0,0,NA,4,0,0,0,1,0,0,0,0,0,0,NA,1 6,1,0,0,0,0,1,0,0,0,0,NA,6 7,0,0,0,0,0,1,1,0,0,0,NA,4,4,3,1,2,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,4,3,NA,1 2 4 5 6 7 8 10 11,1,1,0,1,1,1,1,1,0,1,1,0,0,NA,3,3,3,3,3,3,3,2,3,3,4,4,5,5,5,5,1,1,1,2 5,0,1,0,0,1,0,0,0,NA,4,2,4,4,4,4,5,4,2,4,2,1,NA,4,3,3,4,3,2,0,1,0,0,0,NA,3,NA,1,0,0,1,1,1,1,1,1,0,0,NA,4,3,1,3,4,4,1,3,3,3,3,3,3,3,3,3,3,3,1 3,1,0,1,0,0,0,0,0,0,0,0,3,3,1,1,1,1,4,3,3,2,1,1,1,4,4,4,4,4,4,4,4,4,1 2,1,1,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,0,NA,31,NA,10740,NA,uuid:4407ec40-f0cc-4b66-a41f-914a063cc441,2512040829,uuid:4407ec40-f0cc-4b66-a41f-914a063cc441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600032,S0601010072,BENISHANGUL-GUMUZ,Assosa,abrhamo,komeshiga 27,Rural,"12/6/2025, 7:30:58 PM","12/5/2025, 4:19:12 PM","12/6/2025, 6:14:17 PM",12/5/2025,8.62E+14,1,T403,NA,female,1 2 3 4,1,1,1,1,0,0,0,0,0,1 2,1,1,0,0,NA,3,NA,2,NA,0,NA,2013,2014,2,1,3,3,1,1,0,0,0,0,0,0,NA,5,NA,6,0,0,0,0,0,1,0,NA,1,1,1,0,0,0,0,0,NA,1 5,1,0,0,0,1,0,0,0,0,0,NA,1 8,1,0,0,0,0,0,0,1,0,0,NA,4 8,0,0,0,1,0,0,0,1,0,0,NA,2,2,3,2,2,2,2,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,4,3,NA,1 2 3 4 5 8 9 10 11,1,1,1,1,1,0,0,1,1,1,1,0,0,NA,3,4,4,4,4,4,4,4,4,4,5,3,3,5,5,3,2,3,1,2 5,0,1,0,0,1,0,0,0,NA,4,4,2,4,4,4,2,2,3,2,4,4,NA,1,3,4,3,4,2,0,1,0,0,0,NA,3,NA,0,0,0,0,0,1,0,0,1,0,0,NA,2,2,2,2,4,4,4,3,3,3,3,3,3,1,1,1,3,3,3 4,0,0,1,1,0,0,0,0,0,0,0,4,3,4,3,3,4,4,3,3,1,5,4,4,2,4,4,2,4,4,4,4,4,6,0,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3,1,0,1,0,0,0,0,0,0,NA,27,NA,9000,NA,uuid:dd5a57f6-df22-470c-9e18-d64ea3aa541a,2512040829,uuid:dd5a57f6-df22-470c-9e18-d64ea3aa541a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600320,S0601010772,BENISHANGUL-GUMUZ,Assosa,oura,hoha no. 9,Rural,"12/8/2025, 6:49:16 PM","12/8/2025, 12:53:00 PM","12/8/2025, 6:46:56 PM",12/8/2025,0229e796513b8b37,1,T1801,NA,male,5 6 7 8,0,0,0,0,1,1,1,1,0,97,0,0,0,1,Civics,5,NA,5,NA,1,NA,1998,2012,4,1,1,2,5,0,0,0,0,1,0,0,NA,5,NA,2 3,0,1,1,0,0,0,0,NA,1,3,0,0,1,0,0,0,NA,4 7 9,0,0,0,1,0,0,1,0,1,0,NA,1 2,1,1,0,0,0,0,0,0,0,0,NA,4 6,0,0,0,1,0,1,0,0,0,0,NA,3,3,3,2,2,2,2,1,5 6,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,1,2,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,4,4,4,3,4,4,4,3,3,3,5,5,4,5,4,5,2,1,1,2,0,1,0,0,0,0,0,0,NA,4,2,2,2,2,2,2,2,1,2,1,1,NA,3,4,4,2,3,2,0,1,0,0,0,NA,4,NA,0,0,0,1,1,1,1,1,1,0,0,NA,2,1,1,2,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3 4,0,0,1,1,0,0,0,0,0,0,0,3,2,3,3,1,3,3,3,3,1,5,2,3,3,3,3,3,3,2,2,4,4,2,0,1,0,0,0,0,0,NA,1,1,2,3,2,2,1,2,1,የለም,3,0,0,1,0,0,0,0,0,0,NA,35,NA,14300,የለኝም,uuid:d9a2abeb-dc35-46c4-9d1e-e13760f28059,2512040829,uuid:d9a2abeb-dc35-46c4-9d1e-e13760f28059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600320,S0601010772,BENISHANGUL-GUMUZ,Assosa,oura,hoha no. 9,Rural,"12/8/2025, 6:49:16 PM","12/8/2025, 2:34:35 PM","12/8/2025, 6:47:28 PM",12/8/2025,0229e796513b8b37,1,T1802,NA,female,1 4 5 6,1,0,0,1,1,1,0,0,0,1,1,0,0,0,NA,1,NA,2,NA,0,NA,2017,2017,1,1,1,3,1,1,0,0,0,0,0,0,NA,5,NA,5,0,0,0,0,1,0,0,NA,1,1 3,1,0,1,0,0,0,NA,2 3 4,0,1,1,1,0,0,0,0,0,0,NA,2 4,0,1,0,1,0,0,0,0,0,0,NA,1 4,1,0,0,1,0,0,0,0,0,0,NA,3,3,2,1,2,2,2,1,2 5 6,0,1,0,0,1,1,0,0,0,0,0,0,0,NA,2,2,NA,3 8 9 11,0,0,1,0,0,0,0,1,1,0,1,0,0,NA,4,4,4,3,4,4,3,3,3,4,4,5,4,4,4,5,2,2,1,2 4,0,1,0,1,0,0,0,0,NA,2,2,2,2,2,2,3,3,4,3,1,2,NA,4,3,3,3,3,2 4,0,1,0,1,0,NA,3,NA,0,0,0,0,0,1,1,1,1,0,0,NA,4,3,1,2,4,3,1,3,3,3,3,3,3,3,3,3,3,3,2 3,0,1,1,0,0,0,0,0,0,0,0,3,1,3,3,2,2,1,3,3,1,7,3,3,3,3,3,3,3,3,3,3,4,2,0,1,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,0,NA,23,NA,9200,የለም,uuid:34234a95-2fda-4b2a-a921-f4b6f9c68152,2512040829,uuid:34234a95-2fda-4b2a-a921-f4b6f9c68152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600320,S0601010772,BENISHANGUL-GUMUZ,Assosa,oura,hoha no. 9,Rural,"12/8/2025, 7:57:15 PM","12/6/2025, 7:29:39 PM","12/8/2025, 7:07:51 PM",12/6/2025,8.62E+14,1,T1803,NA,female,1 2 3 4,1,1,1,1,0,0,0,0,0,2,0,1,0,0,NA,3,NA,2,NA,0,NA,2014,2015,2,0,NA,NA,1,1,0,0,0,0,0,0,NA,1,NA,6,0,0,0,0,0,1,0,NA,1,3,0,0,1,0,0,0,NA,3 4 5 6,0,0,1,1,1,1,0,0,0,0,NA,6 8,0,0,0,0,0,1,0,1,0,0,NA,4 6,0,0,0,1,0,1,0,0,0,0,NA,3,3,3,2,1,2,1,1,2 6 7,0,1,0,0,0,1,1,0,0,0,0,0,0,NA,3,5,NA,1 2 3 4 5 6 7 9 10 11,1,1,1,1,1,1,1,0,1,1,1,0,0,NA,4,4,4,4,4,4,3,3,4,4,5,5,5,5,5,5,1,1,1,2 5,0,1,0,0,1,0,0,0,NA,4,2,4,4,4,4,5,5,4,5,5,1,NA,4,4,4,1,4,2,0,1,0,0,0,NA,3,NA,1,1,0,0,0,0,0,1,1,0,0,NA,4,3,1,1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,1 3,1,0,1,0,0,0,0,0,0,0,0,3,1,3,1,1,4,4,3,3,1,10,4,4,1,4,4,1,4,4,4,4,4,1 2 4,1,1,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4,0,0,1,1,0,0,0,0,0,NA,30,NA,10001,no,uuid:3e8792f7-342e-43cd-81d2-8009949bf245,2512040829,uuid:3e8792f7-342e-43cd-81d2-8009949bf245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600035,S0601010842,BENISHANGUL-GUMUZ,Assosa,abrhamo,komoshiga 28,Rural,"12/9/2025, 6:16:10 PM","12/9/2025, 12:10:52 PM","12/9/2025, 4:07:51 PM",12/9/2025,94cf2bbcc2bba848,1,T502,NA,male,5 6,0,0,0,0,1,1,0,0,0,2,0,1,0,0,NA,3,NA,2,NA,0,NA,2012,2015,2,1,2,2,1 2,1,1,0,0,0,0,0,NA,6,NA,5 6,0,0,0,0,1,1,0,NA,1,1,1,0,0,0,0,0,NA,3 4 5,0,0,1,1,1,0,0,0,0,0,NA,1 4,1,0,0,1,0,0,0,0,0,0,NA,4 7,0,0,0,1,0,0,1,0,0,0,NA,2,2,2,2,2,3,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,1,2,NA,1 3 7,1,0,1,0,0,0,1,0,0,0,0,0,0,NA,4,4,4,4,4,4,3,3,4,3,3,4,4,5,5,5,1,1,1,5,0,0,0,0,1,0,0,0,NA,4,3,1,2,2,4,2,2,2,2,2,2,NA,4,3,4,3,4,2,0,1,0,0,0,NA,4,NA,1,1,1,1,0,1,1,1,1,1,1,ስልጠና,4,3,1,1,4,3,1,3,3,1,3,3,2,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,4,3,1,2,2,1,4,3,3,3,4,3,3,3,3,4,4,4,0,0,0,1,0,0,0,NA,1,1,2,3,1,1,2,1,1,የለም,3 5,0,0,1,0,1,0,0,0,0,NA,29,NA,10740,የለም,uuid:a2ac6175-7d90-4e40-b6eb-bbbaec7734de,2512040829,uuid:a2ac6175-7d90-4e40-b6eb-bbbaec7734de,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600035,S0601010842,BENISHANGUL-GUMUZ,Assosa,abrhamo,komoshiga 28,Rural,"12/9/2025, 6:16:17 PM","12/9/2025, 1:23:11 PM","12/9/2025, 4:08:32 PM",12/9/2025,94cf2bbcc2bba848,1,T503,NA,male,2 3 4,0,1,1,1,0,0,0,0,0,2 3,0,1,1,0,NA,3,NA,2,NA,0,NA,2007,2017,5,0,NA,NA,1,1,0,0,0,0,0,0,NA,5,NA,5 6,0,0,0,0,1,1,0,NA,1,3,0,0,1,0,0,0,NA,1 4 5,1,0,0,1,1,0,0,0,0,0,NA,4 8,0,0,0,1,0,0,0,1,0,0,NA,4 5,0,0,0,1,1,0,0,0,0,0,NA,3,3,2,1,3,4,4,2,6 7 11,0,0,0,0,0,1,1,0,0,0,1,0,0,NA,4,3,NA,1 2 3 4 5 6 7 8 9 10 11,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,4,4,4,3,4,4,4,4,4,4,5,5,5,5,5,5,1,1,1,2 4 5,0,1,0,1,1,0,0,0,NA,2,4,2,4,2,3,4,5,2,2,2,3,NA,4,4,4,1,4,2 3,0,1,1,0,0,NA,1,NA,0,0,0,0,0,0,0,1,1,0,0,NA,3,3,1,1,4,1,1,3,2,1,3,3,3,3,3,3,3,3,3 4,0,0,1,1,0,0,0,0,0,0,0,1,1,3,1,1,2,1,3,3,1,10,1,4,1,3,4,1,4,4,4,4,4,2 4,0,1,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,0,NA,29,NA,11531,no,uuid:e0456162-db4f-4edc-ad53-dd5a87a0901a,2512040829,uuid:e0456162-db4f-4edc-ad53-dd5a87a0901a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600035,S0601010842,BENISHANGUL-GUMUZ,Assosa,abrhamo,komoshiga 28,Rural,"12/9/2025, 6:17:53 PM","12/9/2025, 12:48:19 PM","12/9/2025, 5:47:00 PM",12/9/2025,8.62E+14,1,T501,NA,female,2 3 4,0,1,1,1,0,0,0,0,0,1,1,0,0,0,NA,3,NA,5,NA,0,NA,2006,2017,3,0,NA,NA,5,0,0,0,0,1,0,0,NA,1,NA,5,0,0,0,0,1,0,0,NA,1,3,0,0,1,0,0,0,NA,2 4 5 6,0,1,0,1,1,1,0,0,0,0,NA,1 4,1,0,0,1,0,0,0,0,0,0,NA,4 6,0,0,0,1,0,1,0,0,0,0,NA,3,3,2,2,3,3,3,3,2 5,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,3,3,NA,1 2 3 4 5 6 7 8 9 10 11,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,1,1,1,5,0,0,0,0,1,0,0,0,NA,4,4,4,4,2,4,5,4,4,4,1,2,NA,4,4,4,2,4,2,0,1,0,0,0,NA,1,NA,0,1,0,0,0,0,0,0,0,0,0,NA,3,3,1,1,4,4,3,3,3,2,2,3,2,3,3,2,3,3,1 6,1,0,0,0,0,1,0,0,0,0,0,4,1,3,4,1,4,1,3,3,1,9,3,4,1,4,3,1,4,4,4,4,4,2 4,0,1,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 5,0,0,0,1,1,0,0,0,0,NA,34,NA,12000,No,uuid:5eb3c8f8-7521-49a6-ad19-b2d61cc8ba38,2512040829,uuid:5eb3c8f8-7521-49a6-ad19-b2d61cc8ba38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600046,S0601011082,BENISHANGUL-GUMUZ,Assosa,abrhamo,rubalgeda,Rural,"12/4/2025, 7:34:41 PM","12/4/2025, 11:01:52 AM","12/4/2025, 7:33:14 PM",12/4/2025,8.62E+14,1,T2101,NA,female,1 2 3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,NA,1,NA,2,NA,0,NA,2017,2017,1,0,NA,NA,5,0,0,0,0,1,0,0,NA,1,NA,6,0,0,0,0,0,1,0,NA,1,1,1,0,0,0,0,0,NA,1 4,1,0,0,1,0,0,0,0,0,0,NA,1 8,1,0,0,0,0,0,0,1,0,0,NA,1 5,1,0,0,0,1,0,0,0,0,0,NA,3,2,3,3,3,3,3,3,3 4 11,0,0,1,1,0,0,0,0,0,0,1,0,0,NA,1,3,NA,1 2 3 4 5 6 8 9 10 11,1,1,1,1,1,1,0,1,1,1,1,0,0,NA,3,3,3,4,3,4,3,3,2,3,5,5,4,5,4,5,2,2,1,2 4 5,0,1,0,1,1,0,0,0,NA,4,4,4,4,4,4,2,2,3,2,2,4,NA,2,4,1,1,3,2 3 4,0,1,1,1,0,NA,3,NA,0,0,0,0,0,0,0,1,0,0,0,NA,3,1,1,1,3,1,1,3,3,3,3,3,3,3,3,3,3,3,1 4,1,0,0,1,0,0,0,0,0,0,0,3,1,3,3,1,3,1,3,3,1,10,3,3,2,3,3,2,2,2,2,2,2,1 2 4,1,1,0,1,0,0,0,NA,1,2,2,3,2,1,2,2,1,no,1 2,1,1,0,0,0,0,0,0,0,NA,26,NA,9200,NA,uuid:bf6b3c59-b2f0-4f42-8610-287e7862cc18,2512030649,uuid:bf6b3c59-b2f0-4f42-8610-287e7862cc18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600046,S0601011082,BENISHANGUL-GUMUZ,Assosa,abrhamo,rubalgeda,Rural,"12/4/2025, 7:34:46 PM","12/4/2025, 11:59:15 AM","12/4/2025, 7:34:11 PM",12/4/2025,8.62E+14,1,T2102,NA,male,6,0,0,0,0,0,1,0,0,0,1 2,1,1,0,0,NA,3,NA,2,NA,0,NA,2012,2015,2,0,NA,NA,5,0,0,0,0,1,0,0,NA,5,NA,5 6,0,0,0,0,1,1,0,NA,1,1 2 3 4 5,1,1,1,1,1,0,NA,4 5,0,0,0,1,1,0,0,0,0,0,NA,4 6,0,0,0,1,0,1,0,0,0,0,NA,4 6,0,0,0,1,0,1,0,0,0,0,NA,3,3,2,1,2,1,4,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,3,NA,1 2 3 6 8 9 10 11,1,1,1,0,0,1,0,1,1,1,1,0,0,NA,3,3,4,3,3,4,4,2,3,3,4,5,4,5,5,4,2,2,1,2 5,0,1,0,0,1,0,0,0,NA,4,2,2,4,4,2,2,4,1,2,2,4,NA,3,3,4,3,3,2 3,0,1,1,0,0,NA,3,NA,0,1,0,1,0,0,0,1,1,0,0,NA,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3 5,0,0,1,0,1,0,0,0,0,0,0,1,3,2,3,3,3,3,3,3,2,10,2,3,3,3,3,3,4,4,4,3,4,2 4,0,1,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 7,1,0,0,0,0,0,1,0,0,NA,28,NA,14368,NA,uuid:2031e9fb-cc45-45d6-97d9-a1878d989108,2512030649,uuid:2031e9fb-cc45-45d6-97d9-a1878d989108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
