code,emis_code,region,zone,woreda,school_name,rural,SubmissionDate,starttime,endtime,surveyday,deviceid,consent,respondent_code,note_no_consent,sex,role,a3_male,a3_female,total_principal,A4,a4_male,a4_female,A5,A6,A7,A8,A9,A10,a10_other,A11,A12,A13,A13_management,A13_in_service,A13_mentoring,A13_other,a13_other,A14,A15,A15_1,A15_2,A15_3,A15_4,A15_5,A15_97,A15_other,A16,A16_1,A16_2,A16_3,A16_4,A16_5,A16_6,A16_7,A16_8,A16_9,A16_97,A16_other,challenge_1,challenge_2,challenge_3,challenge_4,challenge_5,challenge_6,challenge_7,challenge_8,challenge_97,challenge_97_other,confidence_admin,confidence_finance,confidence_pedagogical,confidence_hr,confidence_parents,confidence_students,confidence_community,A20,time_task1,time_task1_oth,time_task2,time_task2_oth,time_task3,time_task3_other,B1,B2,B3,B3_1,B3_2,B3_3,B3_4,B3_5,B3_6,B3_7,B3_8,B3_97,B3_other,B4,B4_other,B5,B5_1,B5_2,B5_3,B5_4,B5_5,B5_6,B5_7,B5_8,B5_97,B5_other,B6_task1,B6_task1other,B6_task2,B6_task2other,B6_task3,B6_task3other,B7,B7_1,B7_2,B7_3,B7_4,B7_5,B7_6,B7_7,B7_8,B7_9,B7_97,B7_other,B8,B8_other,B9,B9_1,B9_2,B9_3,B9_4,B9_5,B9_6,B9_97,B9_other,B10,B10_1,B10_2,B10_3,B10_4,B10_5,B10_6,B10_97,B10_other,B11,B11_other,B12,B13,B13_1,B13_2,B13_3,B13_4,B13_5,B13_6,B13_7,B13_8,B13_9,B13_97,B13_other,B14,B14_other,B15,B15_1,B15_2,B15_3,B15_4,B15_97,B15_98,B15_other,lesson_plan,lesson_plan_o,assessment,assessment_o,participation,participation_o,discipline,discipline_o,homework,B17_other,language,maths,teaching,attentive,lesonplan,committed,trainingsuport,B19,B19_other,B20,B21,B21_1,B21_2,B21_3,B21_4,B21_5,B21_6,B21_7,B21_97,B21_other,challenges_1,B23_challege1_other,challenges_2,B23_challege2_other,challenges_3,B23_challege3_other,C1_1,C1_2,C1_3,C1_4,C1_5,C1_6,C1_7,C2,C3,C3_1,C3_2,C3_3,C3_4,C3_5,C3_6,C3_97,C3_other,C4,C4_other,C5,C6,C7,C7_1,C7_2,C7_3,C7_4,C7_5,C7_6,C7_97,C7_other,C8,C8_yes,C9,C10,C10_1,C10_2,C10_3,C10_4,C10_other,C11,C11_yes,C12_1,C12_2,C12_3,C12_4,C12_5,C13_1,C13_2,C13_5,C13_6,C14_1,C14_3,C14_4,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D1_10,D1_11,D1_12,D1_13,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D3,D4,D5,D6,D7,D7_1,D7_2,D7_3,D7_4,D7_97,D7_999,D7_other,E1_1,E1_2,E1_3,E1_4,E1_5,E1_6,E1_7,E1_8,E1_9,E1_10,E1_11,E2_1,E2_2,E2_3,E2_4,E2_5,E3_1,E3_2,E3_4,E3_5,E3_6,E3_7,E4,E5_1,E5_2,E5_3,E5_4,E5_5,E5_6,E6,F1,F1_1,F1_2,F1_3,F1_4,F1_5,F1_6,F1_7,F1_8,F1_97,F1_other,F2a,F2b,F3,G1,instanceID,formdef_version,KEY
83608,S0419192082,OROMIA,B/M/Adaamaa,b/m/adaamaa,l/k/dajanee simee,Urban,"12/4/2025, 8:38:49 AM","12/3/2025, 12:02:37 PM","12/4/2025, 8:35:52 AM",12/3/2025,72ea367b009c6cb8,1,HT11502,NA,male,vice_principal,0,0,0,2,2,0,888,2012,2015,2,1,5,NA,1,2016,in_service mentoring,0,1,1,0,NA,1,1 2 3,1,1,1,0,0,0,NA,1 2,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,5,4,5,5,5,4,5,2,2,NA,7,NA,1,NA,1,2,2 5 7,0,1,0,0,1,0,1,0,0,NA,3,NA,4 7,0,0,0,1,0,0,1,0,0,NA,1,NA,3,NA,8,NA,5 8,0,0,0,0,1,0,0,1,0,0,NA,5,NA,1 97,1,0,0,0,0,0,1,Subject,2,0,1,0,0,0,0,0,NA,6,NA,1,1 3 4 8,1,0,1,1,0,0,0,1,0,0,NA,4,NA,2 4,0,1,0,1,0,0,NA,2,NA,2,NA,2,NA,2,NA,1,Nothing,3,4,2,4,4,3,4,2,NA,2,1 2,1,1,0,0,0,0,0,0,NA,11,NA,3,NA,10,NA,4,4,4,4,4,4,4,2,2 4,0,1,0,1,0,0,0,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,0,1,0,0,NA,0,NA,4,4,3,4,3,3,4,1,4,1,1,1,4,3,4,4,4,4,3,4,4,1,4,3,3,3,2,3,1,1,3,3,1,1,3,1,female,3,1,2 4,0,1,0,1,0,0,NA,3,1,2,2,2,3,3,2,3,2,3,1,1,4,4,4,3,1,1,4,1,1,3,2,2,1,5,3,4,1,7 8,0,0,0,0,0,0,1,1,0,NA,33,NA,15000,Salary is not enough for livening,uuid:c075278b-7995-48f5-8bbd-180e49216e30,2512030638,uuid:c075278b-7995-48f5-8bbd-180e49216e30
935102,S0425251612,OROMIA,Magaala Shaggar,k/m/buraayyuu,aannee diimaa sad.1ffaa,Urban,"12/8/2025, 5:15:54 PM","12/8/2025, 12:02:29 PM","12/8/2025, 5:03:32 PM",12/8/2025,6b74f9d4edaa4c9a,1,HT18502,NA,female,vice_principal,0,0,0,1,0,1,2005,2012,2016,4,3,6,NA,0,NA,NA,NA,NA,NA,NA,NA,5,1 2 3,1,1,1,0,0,0,NA,1 2,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0,0,NA,5,3,5,5,5,5,5,1,2,NA,6,NA,7,NA,1,2,2 6 8,0,1,0,0,0,1,0,1,0,NA,3,NA,4 5,0,0,0,1,1,0,0,0,0,NA,3,NA,4,NA,7,NA,1,1,0,0,0,0,0,0,0,0,0,NA,2,NA,1,1,0,0,0,0,0,0,NA,2 6,0,1,0,0,0,1,0,NA,1,NA,1,3 4,0,0,1,1,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,1,NA,4,3,3,3,2,3,4,4,NA,6,1 2,1,1,0,0,0,0,0,0,NA,5,NA,6,NA,10,NA,4,4,5,4,5,5,5,1,1,1,0,0,0,0,0,0,NA,97,None,4,2,5 6,0,0,0,0,1,1,0,NA,1,4,0,NA,NA,NA,NA,NA,NA,1,Principal and Teachers,4,4,4,4,4,2,4,2,4,1,2,1,4,3,4,2,4,1,3,4,4,2,1,2,3,2,2,3,1,3,2,2,1,1,3,1,male,2,4,1 4,1,0,0,1,0,0,NA,1,1,2,3,3,2,2,1,2,1,2,4,1,4,4,3,1,1,1,4,1,1,3,1,1,1,4,4,4,1,5 7,0,0,0,0,1,0,1,0,0,NA,37,NA,15000,NA,uuid:b98eab39-1c33-49d3-a62f-f17b4775c747,2512031638,uuid:b98eab39-1c33-49d3-a62f-f17b4775c747
935102,S0425251612,OROMIA,Magaala Shaggar,k/m/buraayyuu,aannee diimaa sad.1ffaa,Urban,"12/8/2025, 6:03:50 PM","12/8/2025, 1:30:28 PM","12/8/2025, 8:00:01 PM",12/8/2025,4b8dc9a715f0e7e5,1,HT18501,NA,male,principal,0,0,0,1,0,1,1995,2017,2017,1,1,6,NA,0,NA,NA,NA,NA,NA,NA,NA,5,2 3,0,1,1,0,0,0,NA,1 2 5,1,1,0,0,1,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,NA,3,2,5,3,5,2,4,5,1,NA,2,NA,7,NA,1,2,1 2 4,1,1,0,1,0,0,0,0,0,NA,3,NA,4 5,0,0,0,1,1,0,0,0,0,NA,1,NA,2,NA,5,NA,2 4,0,1,0,1,0,0,0,0,0,0,NA,1,NA,1 2,1,1,0,0,0,0,0,NA,2 5 6,0,1,0,0,1,1,0,NA,4,NA,1,2 3 5,0,1,1,0,1,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,2,NA,1,None,4,5,4,3,4,4,5,3,NA,3,1 2,1,1,0,0,0,0,0,0,NA,2,NA,5,NA,8,NA,4,5,3,4,5,5,4,2,3,0,0,1,0,0,0,0,NA,1,NA,3,2,2 3,0,1,1,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,1,Teachers and principle,4,4,4,3,3,4,4,4,4,2,2,3,1,4,2,4,3,2,4,4,4,4,2,3,4,3,3,3,3,3,3,3,3,3,3,1,male,3,5,1 3,1,0,1,0,0,0,NA,3,3,2,3,3,2,2,2,3,3,3,3,2,3,3,4,3,1,1,3,3,2,3,1,1,1,4,2,3,2,1 3 4,1,0,1,1,0,0,0,0,0,NA,45,NA,18250,To in prove teachers training,uuid:a46f468a-ecc2-42a0-adaf-0f16649360d7,2512031638,uuid:a46f468a-ecc2-42a0-adaf-0f16649360d7
322957,S0426261212,OROMIA,Magaala Shaggar,k/m/furii,jammoo lakk 2,Urban,"12/10/2025, 5:34:04 PM","12/10/2025, 9:36:31 AM","12/10/2025, 5:32:54 PM",12/10/2025,6b74f9d4edaa4c9a,1,HT18702,NA,female,vice_principal,1,0,1,3,2,1,2003,2009,2017,4,1,5,NA,1,2009,in_service,0,1,0,0,NA,4,4,0,0,0,1,0,0,NA,2 6,0,1,0,0,0,1,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,NA,5,5,5,5,5,5,3,3,2,NA,6,NA,3,NA,1,1,1 2 4,1,1,0,1,0,0,0,0,0,NA,3,NA,2 5,0,1,0,0,1,0,0,0,0,NA,4,NA,1,NA,8,NA,1 7,1,0,0,0,0,0,1,0,0,0,NA,5,NA,1,1,0,0,0,0,0,0,NA,2 6,0,1,0,0,0,1,0,NA,6,NA,1,2 3 4 5,0,1,1,1,1,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,3,4,4,4,4,4,4,4,NA,6,1 2 3,1,1,1,0,0,0,0,0,NA,5,NA,4,NA,8,NA,5,5,5,5,5,5,5,4,2 4,0,1,0,1,0,0,0,NA,1,NA,2,2,3,0,0,1,0,0,0,0,NA,1,1,1,1,1,0,0,0,NA,1,"Vice principal , principal and Teachers",4,4,4,4,4,3,4,3,4,1,1,1,3,4,1,4,4,1,4,1,4,3,1,1,4,3,3,3,2,3,2,2,1,1,3,1,male,2,5,1 2 3 4,1,1,1,1,0,0,NA,3,3,1,3,3,3,3,3,3,3,3,4,1,4,4,2,1,1,1,4,1,3,1,1,4,1,3,5,4,2,1 5,1,0,0,0,1,0,0,0,0,NA,39,NA,15000,NA,uuid:992e97aa-31ec-412c-ba0b-ccce108b87f8,2512031638,uuid:992e97aa-31ec-412c-ba0b-ccce108b87f8
322957,S0426261212,OROMIA,Magaala Shaggar,k/m/furii,jammoo lakk 2,Urban,"12/10/2025, 5:36:38 PM","12/10/2025, 11:19:26 AM","12/10/2025, 7:20:27 PM",12/10/2025,4b8dc9a715f0e7e5,1,HT18701,NA,male,principal,0,0,0,3,2,1,2000,2016,2017,2,1,5,NA,1,2016,in_service,0,1,0,0,NA,2,2 3,0,1,1,0,0,0,NA,3 4 8,0,0,1,1,0,0,0,1,0,0,NA,0,1,0,0,0,0,0,0,0,NA,4,3,4,5,5,5,3,5,1,NA,7,NA,5,NA,1,2,1 2 3,1,1,1,0,0,0,0,0,0,NA,2,NA,2 3,0,1,1,0,0,0,0,0,0,NA,3,NA,1,NA,5,NA,1,1,0,0,0,0,0,0,0,0,0,NA,2,NA,1 2,1,1,0,0,0,0,0,NA,2 6,0,1,0,0,0,1,0,NA,4,NA,1,2 3,0,1,1,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,1,NA,1,None,3,3,4,4,4,4,4,2,NA,3,1 2,1,1,0,0,0,0,0,0,NA,4,NA,2,NA,5,NA,5,4,5,5,5,5,5,2,3,0,0,1,0,0,0,0,NA,1,NA,4,2,2,0,1,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,1,Teachers,4,3,4,3,4,3,4,3,4,2,1,2,4,4,2,4,2,2,3,4,4,4,1,3,4,3,3,3,3,3,2,2,3,3,2,2,male,3,2,1,1,0,0,0,0,0,NA,3,3,2,3,1,2,2,2,3,1,2,3,2,4,3,2,2,3,2,3,3,3,1,4,3,3,4,4,4,1,5 6,0,0,0,0,1,1,0,0,0,NA,37,NA,16713,None,uuid:f673986c-d4f2-4039-ac30-048a3756a91b,2512031638,uuid:f673986c-d4f2-4039-ac30-048a3756a91b
85075,S0426261412,OROMIA,Magaala Shaggar,k/m/furii,abdii biyyaa sad 1ffaa,Urban,"12/5/2025, 5:26:31 PM","12/5/2025, 11:45:54 AM","12/5/2025, 6:49:49 PM",12/5/2025,4b8dc9a715f0e7e5,1,HT8602,NA,female,vice_principal,0,0,0,1,0,1,2002,2014,2016,2,1,5,NA,0,NA,NA,NA,NA,NA,NA,NA,5,1 2 3,1,1,1,0,0,0,NA,1 2 3,1,1,1,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,NA,5,3,5,3,5,4,1,5,1,NA,2,NA,5,NA,1,2,1 3 5,1,0,1,0,1,0,0,0,0,NA,2,NA,3 4,0,0,1,1,0,0,0,0,0,NA,3,NA,6,NA,5,NA,7,0,0,0,0,0,0,1,0,0,0,NA,2,NA,1 2 6,1,1,0,0,0,1,0,NA,2 6,0,1,0,0,0,1,0,NA,4,NA,1,2 3,0,1,1,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,2,NA,2,None,5,5,3,5,3,5,5,4,NA,3,1 2,1,1,0,0,0,0,0,0,NA,5,NA,6,NA,2,NA,5,5,4,4,5,4,4,3,2 4,0,1,0,1,0,0,0,NA,1,NA,4,2,2 3,0,1,1,0,0,0,0,NA,1,2,1,2,0,1,0,0,NA,1,Vice and teachers,4,4,3,3,4,4,3,3,4,3,3,1,4,4,1,3,4,2,3,4,4,4,1,3,2,2,2,1,2,3,2,3,1,1,3,1,male,3,4,1 3 4,1,0,1,1,0,0,NA,3,3,3,3,2,3,3,3,3,3,3,4,3,4,4,3,3,1,1,4,2,1,3,1,1,3,5,4,4,1,1 5 6,1,0,0,0,1,1,0,0,0,NA,37,NA,14998,Training for teachers and  for new policy to need update  and leadership to support .,uuid:f6abf31d-3423-4454-9167-fdcb5d2a416a,2512031638,uuid:f6abf31d-3423-4454-9167-fdcb5d2a416a
85075,S0426261412,OROMIA,Magaala Shaggar,k/m/furii,abdii biyyaa sad 1ffaa,Urban,"12/5/2025, 6:45:50 PM","12/5/2025, 9:45:39 AM","12/5/2025, 6:45:13 PM",12/5/2025,6b74f9d4edaa4c9a,1,HT8601,NA,female,principal,0,0,0,1,0,1,1997,2002,2012,3,1,5,NA,0,NA,NA,NA,NA,NA,NA,NA,2,2 3 4,0,1,1,1,0,0,NA,6,0,0,0,0,0,1,0,0,0,0,NA,1,1,0,0,0,1,0,0,0,NA,5,5,5,5,5,5,5,3,2,NA,7,NA,1,NA,1,1,1 2,1,1,0,0,0,0,0,0,0,NA,3,NA,2 4,0,1,0,1,0,0,0,0,0,NA,3,NA,4,NA,7,NA,1,1,0,0,0,0,0,0,0,0,0,NA,5,NA,1 5,1,0,0,0,1,0,0,NA,2,0,1,0,0,0,0,0,NA,1,NA,1,3 4,0,0,1,1,0,0,0,0,0,0,NA,4,NA,1 2,1,1,0,0,0,0,NA,2,NA,2,NA,2,NA,2,NA,2,NA,4,2,3,4,4,3,4,4,NA,6,2 3,0,1,1,0,0,0,0,0,NA,6,NA,5,NA,2,NA,5,5,5,5,5,5,5,2,2 4 6,0,1,0,1,0,1,0,NA,1,NA,3,2,2,0,1,0,0,0,0,0,NA,1,2,1,2,0,1,0,0,NA,1,Teachers,4,4,4,4,4,4,4,2,4,1,1,1,4,4,3,3,4,1,3,1,4,1,1,3,3,3,3,3,1,2,2,2,1,1,3,1,male,2,3,1 2 4,1,1,0,1,0,0,NA,3,2,2,2,2,2,2,2,3,2,2,4,1,4,4,4,4,4,1,4,1,1,3,1,2,1,4,1,4,4,1 4,1,0,0,1,0,0,0,0,0,NA,38,NA,16000,NA,uuid:346e9e0a-bf1e-48b9-a871-5c7e7f1edae2,2512031638,uuid:346e9e0a-bf1e-48b9-a871-5c7e7f1edae2
84739,S0428280412,OROMIA,Magaala Shaggar,k/m/l/xaafoo l/daadhii,woboorii sad.1ffaa,Urban,"12/11/2025, 7:10:06 PM","12/11/2025, 11:44:41 AM","12/11/2025, 7:04:48 PM",12/11/2025,6b74f9d4edaa4c9a,1,HT33501,NA,male,principal,0,0,0,2,1,1,2003,2016,2016,3,2,5,NA,0,NA,NA,NA,NA,NA,NA,NA,2,1 2 3,1,1,1,0,0,0,NA,5,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,5,5,4,5,5,5,5,4,2,NA,6,NA,5,NA,1,1,1 2,1,1,0,0,0,0,0,0,0,NA,3,NA,2 5,0,1,0,0,1,0,0,0,0,NA,6,NA,3,NA,4,NA,1,1,0,0,0,0,0,0,0,0,0,NA,5,NA,1,1,0,0,0,0,0,0,NA,6,0,0,0,0,0,1,0,NA,6,NA,1,3 4 7,0,0,1,1,0,0,1,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,1,NA,5,5,4,4,5,5,5,4,NA,6,1 2 3,1,1,1,0,0,0,0,0,NA,6,NA,5,NA,2,NA,5,5,5,5,5,5,5,1,97,0,0,0,0,0,0,1,None,1,NA,4,3,2 6,0,1,0,0,0,1,0,NA,1,1,1,1,1,0,0,0,NA,1,Teacher and principal,4,4,4,4,4,3,4,1,4,2,1,1,3,4,4,4,4,1,4,2,4,1,4,1,3,3,3,3,1,3,2,3,1,1,3,2,female,3,5,1 2 3 4,1,1,1,1,0,0,NA,1,3,2,1,1,2,2,1,1,1,1,1,1,3,3,3,4,1,1,4,1,1,3,1,5,4,3,5,4,1,1 8,1,0,0,0,0,0,0,1,0,NA,34,NA,19000,NA,uuid:ed91ffca-ff3e-4c7a-92bc-1992962fb4a8,2512031638,uuid:ed91ffca-ff3e-4c7a-92bc-1992962fb4a8
84739,S0428280412,OROMIA,Magaala Shaggar,k/m/l/xaafoo l/daadhii,woboorii sad.1ffaa,Urban,"12/11/2025, 7:13:15 PM","12/11/2025, 2:11:11 PM","12/11/2025, 9:00:56 PM",12/11/2025,4b8dc9a715f0e7e5,1,HT33502,NA,male,vice_principal,1,0,1,2,1,1,2008,2017,2017,2,1,5,NA,0,NA,NA,NA,NA,NA,NA,NA,5,2 3,0,1,1,0,0,0,NA,1 2,1,1,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,0,0,NA,4,4,3,4,4,4,3,3,1,NA,2,NA,6,NA,1,2,1 3 6,1,0,1,0,0,1,0,0,0,NA,2,NA,2 4,0,1,0,1,0,0,0,0,0,NA,1,NA,3,NA,5,NA,1 2,1,1,0,0,0,0,0,0,0,0,NA,5,NA,1 2,1,1,0,0,0,0,0,NA,2 6,0,1,0,0,0,1,0,NA,3,NA,1,2 3 4,0,1,1,1,0,0,0,0,0,0,NA,4,NA,1 2,1,1,0,0,0,0,NA,2,NA,2,NA,1,NA,1,NA,1,None,3,3,4,4,4,4,4,3,NA,3,1 2,1,1,0,0,0,0,0,0,NA,2,NA,4,NA,5,NA,5,3,4,4,5,4,5,2,2,0,1,0,0,0,0,0,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,1,Student and principle,3,3,4,3,4,3,3,4,3,1,2,1,2,3,3,3,3,3,3,3,4,3,3,3,2,2,2,3,2,2,2,3,1,1,3,3,female,2,1,3,0,0,1,0,0,0,NA,3,2,2,2,3,2,1,3,3,3,2,3,4,3,3,3,3,3,3,3,3,2,3,1,1,1,3,3,3,1,3 5 6,0,0,1,0,1,1,0,0,0,NA,34,NA,15290,None,uuid:9b0ee35d-afcc-4ef0-8525-fe41ffac31f5,2512031638,uuid:9b0ee35d-afcc-4ef0-8525-fe41ffac31f5
88760,S0435020452,OROMIA,Buunnoo Beeddeellee,beddellee,yabaallaa,Rural,"12/22/2025, 7:45:26 PM","12/22/2025, 10:20:46 AM","12/22/2025, 5:44:28 PM",12/22/2025,48ec0b9287834309,1,HT12801,NA,male,principal,0,1,1,1,0,1,2002,2008,2016,5,1,5,NA,1,2017,management in_service,1,1,0,0,NA,3,2 3,0,1,1,0,0,0,NA,2 4 6,0,1,0,1,0,1,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,NA,5,5,5,5,5,5,5,4,1,NA,97,Report writing from woreda office,2,NA,1,1,3 5 8,0,0,1,0,1,0,0,1,0,NA,2,NA,4 5,0,0,0,1,1,0,0,0,0,NA,2,NA,1,NA,4,NA,2 6,0,1,0,0,0,1,0,0,0,0,NA,1,NA,1,1,0,0,0,0,0,0,NA,5 6,0,0,0,0,1,1,0,NA,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,3,NA,2,Nothing,4,2,4,3,4,4,4,4,NA,3,1,1,0,0,0,0,0,0,0,NA,4,NA,5,NA,8,NA,5,5,4,5,5,5,4,1,1,1,0,0,0,0,0,0,NA,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1 2 3,1,1,1,0,NA,0,NA,4,3,4,3,4,4,3,4,4,1,1,1,4,2,4,4,4,3,4,4,3,4,4,3,4,2,3,2,3,2,2,2,3,1,2,2,male,2,1,2,0,1,0,0,0,0,NA,3,2,3,2,2,1,2,3,1,1,1,4,3,4,3,2,4,3,4,3,4,3,3,2,1,1,3,1,1,1,1 3,1,0,1,0,0,0,0,0,0,NA,40,NA,16285,There is many assignments given for me in community work not only leading the school so far there is extra role that I am doing. Its time consuming,uuid:44c0f944-d57b-4b5e-94c9-320af56c17ff,2512142209,uuid:44c0f944-d57b-4b5e-94c9-320af56c17ff
88760,S0435020452,OROMIA,Buunnoo Beeddeellee,beddellee,yabaallaa,Rural,"12/22/2025, 7:45:27 PM","12/22/2025, 10:49:09 AM","12/22/2025, 5:54:28 PM",12/22/2025,48ec0b9287834309,1,HT12802,NA,female,vice_principal,1,0,1,1,0,1,1997,2011,2012,2,3,5,NA,1,2010,management in_service,1,1,0,0,NA,3,2 3,0,1,1,0,0,0,NA,2 3,0,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,5,3,4,4,5,5,4,3,2,NA,5,NA,6,NA,1,1,2 4,0,1,0,1,0,0,0,0,0,NA,2,NA,4 5,0,0,0,1,1,0,0,0,0,NA,3,NA,2,NA,6,NA,2 5,0,1,0,0,1,0,0,0,0,0,NA,1,NA,1,1,0,0,0,0,0,0,NA,2,0,1,0,0,0,0,0,NA,2,NA,1,2 4,0,1,0,1,0,0,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,2,NA,2,Nothing,4,2,4,3,4,4,4,4,NA,5,1,1,0,0,0,0,0,0,0,NA,3,NA,4,NA,8,NA,5,5,5,5,4,5,3,1,1,1,0,0,0,0,0,0,NA,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,3,4,1,4,3,4,3,4,3,1,1,1,4,4,1,3,4,1,2,3,2,3,1,2,4,1,2,3,2,3,2,1,2,1,2,2,male,2,2,2,0,1,0,0,0,0,NA,3,3,2,2,2,3,1,1,2,3,3,4,3,2,2,3,2,1,3,4,3,4,3,4,1,1,4,3,4,1,1 5,1,0,0,0,1,0,0,0,0,NA,40,NA,16610,Nothing,uuid:733400f4-a125-46ec-b13a-cea3b4cdf890,2512142209,uuid:733400f4-a125-46ec-b13a-cea3b4cdf890
88843,S0435030042,OROMIA,Buunnoo Beeddeellee,boorachaa,toogoo gatamaa,Rural,"12/23/2025, 9:21:35 PM","12/23/2025, 11:16:45 AM","12/23/2025, 9:18:53 PM",12/23/2025,48ec0b9287834309,1,HT13301,NA,female,principal,0,1,1,0,NA,NA,2005,2012,2012,1,6,5,NA,1,2017,management in_service mentoring,1,1,1,0,NA,3,2 3,0,1,1,0,0,0,NA,4 6,0,0,0,1,0,1,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,NA,5,4,4,5,5,4,5,4,1,NA,5,NA,6,NA,1,1,1 2 5,1,1,0,0,1,0,0,0,0,NA,2,NA,4 5,0,0,0,1,1,0,0,0,0,NA,2,NA,5,NA,4,NA,2 5,0,1,0,0,1,0,0,0,0,0,NA,1,NA,1,1,0,0,0,0,0,0,NA,5 6,0,0,0,0,1,1,0,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA,2,NA,3,Nothing,4,3,4,4,3,4,4,5,NA,2,1 4,1,0,0,1,0,0,0,0,NA,6,NA,3,NA,5,NA,5,4,5,5,4,4,4,1,1,1,0,0,0,0,0,0,NA,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,4,2,1,3,3,4,3,3,3,1,2,1,3,4,3,4,3,2,3,4,2,3,2,4,3,3,2,2,1,3,2,3,2,3,2,1,male,3,3,2 3,0,1,1,0,0,0,NA,2,3,3,2,3,3,2,2,2,3,3,4,3,4,3,4,3,4,2,4,3,4,3,4,1,1,1,3,4,1,1 3,1,0,1,0,0,0,0,0,0,NA,30,NA,16500,Nothing,uuid:5d49ed58-8c43-488e-bcc6-71884ca53309,2512142209,uuid:5d49ed58-8c43-488e-bcc6-71884ca53309
