code,emis_code,region,zone,woreda,school_name,rural,SubmissionDate,starttime,endtime,surveyday,deviceid,consent,respondent_code,note_no_consent,sex,role,a3_male,a3_female,total_principal,A4,a4_male,a4_female,A5,A6,A7,A8,A9,A10,a10_other,A11,A12,A13,A13_management,A13_in_service,A13_mentoring,A13_other,a13_other,A14,A15,A15_1,A15_2,A15_3,A15_4,A15_5,A15_97,A15_other,A16,A16_1,A16_2,A16_3,A16_4,A16_5,A16_6,A16_7,A16_8,A16_9,A16_97,A16_other,challenge_1,challenge_2,challenge_3,challenge_4,challenge_5,challenge_6,challenge_7,challenge_8,challenge_97,challenge_97_other,confidence_admin,confidence_finance,confidence_pedagogical,confidence_hr,confidence_parents,confidence_students,confidence_community,A20,time_task1,time_task1_oth,time_task2,time_task2_oth,time_task3,time_task3_other,B1,B2,B3,B3_1,B3_2,B3_3,B3_4,B3_5,B3_6,B3_7,B3_8,B3_97,B3_other,B4,B4_other,B5,B5_1,B5_2,B5_3,B5_4,B5_5,B5_6,B5_7,B5_8,B5_97,B5_other,B6_task1,B6_task1other,B6_task2,B6_task2other,B6_task3,B6_task3other,B7,B7_1,B7_2,B7_3,B7_4,B7_5,B7_6,B7_7,B7_8,B7_9,B7_97,B7_other,B8,B8_other,B9,B9_1,B9_2,B9_3,B9_4,B9_5,B9_6,B9_97,B9_other,B10,B10_1,B10_2,B10_3,B10_4,B10_5,B10_6,B10_97,B10_other,B11,B11_other,B12,B13,B13_1,B13_2,B13_3,B13_4,B13_5,B13_6,B13_7,B13_8,B13_9,B13_97,B13_other,B14,B14_other,B15,B15_1,B15_2,B15_3,B15_4,B15_97,B15_98,B15_other,lesson_plan,lesson_plan_o,assessment,assessment_o,participation,participation_o,discipline,discipline_o,homework,B17_other,language,maths,teaching,attentive,lesonplan,committed,trainingsuport,B19,B19_other,B20,B21,B21_1,B21_2,B21_3,B21_4,B21_5,B21_6,B21_7,B21_97,B21_other,challenges_1,B23_challege1_other,challenges_2,B23_challege2_other,challenges_3,B23_challege3_other,C1_1,C1_2,C1_3,C1_4,C1_5,C1_6,C1_7,C2,C3,C3_1,C3_2,C3_3,C3_4,C3_5,C3_6,C3_97,C3_other,C4,C4_other,C5,C6,C7,C7_1,C7_2,C7_3,C7_4,C7_5,C7_6,C7_97,C7_other,C8,C8_yes,C9,C10,C10_1,C10_2,C10_3,C10_4,C10_other,C11,C11_yes,C12_1,C12_2,C12_3,C12_4,C12_5,C13_1,C13_2,C13_5,C13_6,C14_1,C14_3,C14_4,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D1_10,D1_11,D1_12,D1_13,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D3,D4,D5,D6,D7,D7_1,D7_2,D7_3,D7_4,D7_97,D7_999,D7_other,E1_1,E1_2,E1_3,E1_4,E1_5,E1_6,E1_7,E1_8,E1_9,E1_10,E1_11,E2_1,E2_2,E2_3,E2_4,E2_5,E3_1,E3_2,E3_4,E3_5,E3_6,E3_7,E4,E5_1,E5_2,E5_3,E5_4,E5_5,E5_6,E6,F1,F1_1,F1_2,F1_3,F1_4,F1_5,F1_6,F1_7,F1_8,F1_97,F1_other,F2a,F2b,F3,G1,instanceID,formdef_version,KEY
273773,S0406210132,OROMIA,Harargee Bahaa,meettaa,gammachuu duusee,Rural,"12/10/2025, 5:57:38 PM","12/10/2025, 2:21:54 PM","12/10/2025, 8:04:18 PM",12/10/2025,be457e329562a140,1,HT20102,NA,male,vice_principal,1,0,1,1,1,0,1996,2001,2017,3,2,5,NA,1,2008,management,1,0,0,0,NA,3,1 3,1,0,1,0,0,0,NA,1 4,1,0,0,1,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,0,0,NA,4,4,4,4,4,4,4,5,1,NA,2,NA,7,NA,1,1,1 2 4,1,1,0,1,0,0,0,0,0,NA,3,NA,2 5,0,1,0,0,1,0,0,0,0,NA,3,NA,1,NA,5,NA,4,0,0,0,1,0,0,0,0,0,0,NA,2,NA,1,1,0,0,0,0,0,0,NA,6,0,0,0,0,0,1,0,NA,4,NA,1,2 3 4,0,1,1,1,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,1,NA,1,None,3,3,4,3,4,4,4,3,NA,6,2 6,0,1,0,0,0,1,0,0,NA,5,NA,6,NA,8,NA,3,5,3,5,5,5,5,1,2 4 5,0,1,0,1,1,0,0,NA,2,NA,4,3,3 4 6,0,0,1,1,0,1,0,NA,1,2,1,3,0,0,1,0,NA,1,None,3,3,3,3,3,1,3,2,3,3,1,1,1,3,3,3,3,1,4,3,3,1,1,3,3,2,3,3,2,2,2,3,3,2,3,2,male,3,3,1 2 3 4,1,1,1,1,0,0,NA,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,1,1,1,1,3,3,3,3,1,4,4,4,4,3,1,2 3,0,1,1,0,0,0,0,0,0,NA,33,NA,14790,None,uuid:e8c55aab-1c16-4984-9fcc-86d27c2aaff5,2512031638,uuid:e8c55aab-1c16-4984-9fcc-86d27c2aaff5
273773,S0406210132,OROMIA,Harargee Bahaa,meettaa,gammachuu duusee,Rural,"12/10/2025, 6:11:19 PM","12/10/2025, 1:19:45 PM","12/10/2025, 6:41:50 PM",12/10/2025,260fdb5d4cc800d3,1,HT20101,NA,male,principal,0,0,0,1,1,0,1999,2006,2015,3,1,5,NA,0,NA,NA,NA,NA,NA,NA,NA,3,5,0,0,0,0,1,0,NA,4 5,0,0,0,1,1,0,0,0,0,0,NA,0,1,0,1,0,0,0,0,0,NA,5,5,5,5,5,5,5,4,6,NA,2,NA,1,NA,1,2,1 2 3,1,1,1,0,0,0,0,0,0,NA,3,NA,4 6,0,0,0,1,0,1,0,0,0,NA,6,NA,3,NA,1,NA,7 9,0,0,0,0,0,0,1,0,1,0,NA,2,NA,1,1,0,0,0,0,0,0,NA,6,0,0,0,0,0,1,0,NA,6,NA,1,2 3 4,0,1,1,1,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,No,4,3,4,4,4,4,4,3,NA,5,2,0,1,0,0,0,0,0,0,NA,11,NA,5,NA,6,NA,5,5,5,5,5,4,5,1,2 4,0,1,0,1,0,0,0,NA,1,NA,4,2,1 2 6,1,1,0,0,0,1,0,NA,1,3,0,NA,NA,NA,NA,NA,NA,0,NA,4,4,3,1,4,3,4,4,4,1,1,1,3,4,1,3,4,1,4,1,4,1,1,1,3,3,3,3,1,2,2,3,3,1,3,1,male,4,2,1 2,1,1,0,0,0,0,NA,3,3,1,1,3,2,3,2,3,3,3,3,1,3,3,4,4,3,3,4,4,3,3,1,4,4,4,4,4,2,1 7 8,1,0,0,0,0,0,1,1,0,NA,35,NA,16000,Meeshaalee hojiidhaf barbaachisu dhabu,uuid:c4fe6447-a10a-48de-8c21-db5d0de1dad7,2512031638,uuid:c4fe6447-a10a-48de-8c21-db5d0de1dad7
274011,S0406230972,OROMIA,Harargee Bahaa,qarsaa,jaalallee,Rural,"12/9/2025, 6:52:24 PM","12/9/2025, 2:15:35 PM","12/9/2025, 6:49:07 PM",12/9/2025,be457e329562a140,1,HT20901,NA,male,principal,0,0,0,1,1,0,2009,2014,2015,2,2,5,NA,1,2015,in_service,0,1,0,0,NA,3,4,0,0,0,1,0,0,NA,1 4 5,1,0,0,1,1,0,0,0,0,0,NA,0,1,0,1,1,1,0,0,0,NA,4,2,5,4,4,4,4,5,1,NA,2,NA,7,NA,1,1,1 3,1,0,1,0,0,0,0,0,0,NA,3,NA,2 5,0,1,0,0,1,0,0,0,0,NA,3,NA,1,NA,5,NA,3,0,0,1,0,0,0,0,0,0,0,NA,1,NA,1,1,0,0,0,0,0,0,NA,5 6,0,0,0,0,1,1,0,NA,4,NA,1,1 2 3 4 7,1,1,1,1,0,0,1,0,0,0,NA,4,NA,1 4,1,0,0,1,0,0,NA,3,NA,2,NA,1,NA,1,NA,1,None,3,3,4,4,4,3,3,3,NA,7,2 6,0,1,0,0,0,1,0,0,NA,6,NA,2,NA,5,NA,5,5,4,4,5,4,4,1,4 5,0,0,0,1,1,0,0,NA,2,NA,4,3,3 6,0,0,1,0,0,1,0,NA,1,2,1,1,1,0,0,0,NA,0,NA,3,3,3,1,3,3,3,3,1,1,1,1,3,3,3,3,3,1,4,1,1,3,3,3,3,3,3,3,3,2,2,3,3,2,3,2,male,3,4,1 2 3 4,1,1,1,1,0,0,NA,3,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,3,3,3,1,4,4,4,1,1,1,3 5,0,0,1,0,1,0,0,0,0,NA,30,NA,13998,None,uuid:1eaaf5ad-081e-4847-8959-fecf4ac8784d,2512031638,uuid:1eaaf5ad-081e-4847-8959-fecf4ac8784d
274011,S0406230972,OROMIA,Harargee Bahaa,qarsaa,jaalallee,Rural,"12/9/2025, 7:05:39 PM","12/9/2025, 2:54:14 PM","12/9/2025, 8:23:49 PM",12/9/2025,260fdb5d4cc800d3,1,HT20902,NA,male,vice_principal,1,0,1,1,1,0,2006,2009,2009,1,6,2,NA,1,2016,in_service,0,1,0,0,NA,4,5,0,0,0,0,1,0,NA,4 5,0,0,0,1,1,0,0,0,0,0,NA,0,0,1,1,1,1,1,0,0,NA,5,5,5,5,5,5,5,2,1,NA,2,NA,6,NA,1,1,1 2 3,1,1,1,0,0,0,0,0,0,NA,3,NA,4 5,0,0,0,1,1,0,0,0,0,NA,6,NA,3,NA,2,NA,7 9,0,0,0,0,0,0,1,0,1,0,NA,2,NA,1 3,1,0,1,0,0,0,0,NA,6,0,0,0,0,0,1,0,NA,6,NA,1,1 2 3 4 6,1,1,1,1,0,1,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,1,No,4,3,4,4,4,4,4,3,NA,7,4 6,0,0,0,1,0,1,0,0,NA,11,NA,6,NA,3,NA,5,5,4,4,4,4,4,1,2 4 5,0,1,0,1,1,0,0,NA,2,NA,4,2,1 4 6,1,0,0,1,0,1,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,0,NA,4,3,3,1,4,3,4,1,4,1,1,1,1,4,1,4,4,1,4,3,4,1,1,1,3,3,3,3,2,3,1,3,1,1,3,1,male,2,1,1 2 3,1,1,1,0,0,0,NA,1,3,3,3,3,3,1,3,3,3,3,1,3,1,1,4,3,3,1,4,3,3,3,1,1,4,2,4,2,1,4 8,0,0,0,1,0,0,0,1,0,NA,33,NA,13195,None,uuid:78a32134-038e-4a81-b929-f85b6117774d,2512031638,uuid:78a32134-038e-4a81-b929-f85b6117774d
95490,S0407050242,OROMIA,Harargee Lixaa,burqaa dhiintuu,odaa gaaddisaa,Rural,"12/28/2025, 4:37:36 PM","12/26/2025, 3:08:02 PM","12/26/2025, 5:13:26 PM",12/26/2025,260fdb5d4cc800d3,1,HT13701,NA,male,principal,0,0,0,1,0,1,2011,2013,2017,2,6,2,NA,1,2014,management,1,0,0,0,NA,4,5,0,0,0,0,1,0,NA,4 5,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,5,5,5,5,5,5,5,4,1,NA,2,NA,6,NA,1,2,1 2 3,1,1,1,0,0,0,0,0,0,NA,3,NA,2 5,0,1,0,0,1,0,0,0,0,NA,6,NA,3,NA,1,NA,7 9,0,0,0,0,0,0,1,0,1,0,NA,2,NA,1,1,0,0,0,0,0,0,NA,5,0,0,0,0,1,0,0,NA,6,NA,1,1 3 4,1,0,1,1,0,0,0,0,0,0,NA,4,NA,2 4,0,1,0,1,0,0,NA,3,NA,2,NA,2,NA,2,NA,2,No,4,4,4,4,4,4,4,3,NA,6,2,0,1,0,0,0,0,0,0,NA,11,NA,5,NA,6,NA,4,4,4,4,4,4,4,1,2 3 4 5,0,1,1,1,1,0,0,NA,1,NA,4,3,1 4 6,1,0,0,1,0,1,0,NA,1,2,0,NA,NA,NA,NA,NA,NA,0,NA,3,3,3,3,3,3,4,1,4,1,1,1,1,3,4,4,4,1,4,1,4,1,2,1,3,3,3,3,3,3,3,3,1,1,3,1,male,3,2,1 2 3,1,1,1,0,0,0,NA,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,4,1,1,1,4,2,1,3,1,1,3,4,3,4,1,1 2 3 4 5 6,1,1,1,1,1,1,0,0,0,NA,29,NA,18000,None,uuid:ab21d6d5-75c1-4646-ab44-89d3dead9e35,2512142209,uuid:ab21d6d5-75c1-4646-ab44-89d3dead9e35
95486,S0407050252,OROMIA,Harargee Lixaa,burqaa dhiintuu,mataa arbaa,Rural,"12/28/2025, 4:37:38 PM","12/27/2025, 3:52:05 AM","12/27/2025, 5:10:41 PM",12/27/2025,260fdb5d4cc800d3,1,HT13601,NA,male,principal,0,0,0,0,NA,NA,2010,2016,2018,2,6,2,NA,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,1,0,NA,4 5,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,5,5,5,5,5,5,5,4,1,NA,2,NA,6,NA,1,2,1 2 3,1,1,1,0,0,0,0,0,0,NA,3,NA,4 5,0,0,0,1,1,0,0,0,0,NA,6,NA,3,NA,1,NA,7 9,0,0,0,0,0,0,1,0,1,0,NA,1,NA,1,1,0,0,0,0,0,0,NA,2 5 6,0,1,0,0,1,1,0,NA,6,NA,1,2 3 4,0,1,1,1,0,0,0,0,0,0,NA,4,NA,2 4,0,1,0,1,0,0,NA,2,NA,2,NA,2,NA,2,NA,2,None,4,3,4,4,4,4,4,3,NA,5,2,0,1,0,0,0,0,0,0,NA,5,NA,6,NA,11,NA,4,4,4,4,4,4,4,1,2 3 4,0,1,1,1,0,0,0,NA,1,NA,4,2,1 2,1,1,0,0,0,0,0,NA,1,3,0,NA,NA,NA,NA,NA,NA,0,NA,3,3,3,4,4,3,4,1,4,1,1,1,1,3,4,3,4,1,4,1,1,4,2,1,3,3,3,3,3,3,1,1,1,1,3,1,male,3,2,1 2 3,1,1,1,0,0,0,NA,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,4,1,1,1,4,3,1,3,1,1,3,4,3,4,1,1 2 3 4 5 6,1,1,1,1,1,1,0,0,0,NA,26,NA,14983,None,uuid:f54f8139-75c6-479a-b034-65bebe2210d5,2512142209,uuid:f54f8139-75c6-479a-b034-65bebe2210d5
95625,S0407070442,OROMIA,Harargee Lixaa,daaroo labuu,agamtii,Rural,"12/23/2025, 6:11:17 PM","12/23/2025, 7:57:37 AM","12/23/2025, 6:00:53 PM",12/23/2025,be457e329562a140,1,HT35101,NA,male,principal,0,0,0,1,1,0,2010,2015,2015,1,6,5,NA,1,2017,management,1,0,0,0,NA,4,1 2 3,1,1,1,0,0,0,NA,4 5,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,5,5,5,5,5,5,5,5,1,NA,2,NA,7,NA,1,1,1 2 3,1,1,1,0,0,0,0,0,0,NA,3,NA,2 4,0,1,0,1,0,0,0,0,0,NA,3,NA,6,NA,5,NA,7 9,0,0,0,0,0,0,1,0,1,0,NA,1,NA,1,1,0,0,0,0,0,0,NA,6,0,0,0,0,0,1,0,NA,6,NA,1,2 3 4 5,0,1,1,1,1,0,0,0,0,0,NA,4,NA,2,0,1,0,0,0,0,NA,2,NA,2,NA,2,NA,2,NA,2,No,4,4,3,4,4,4,4,3,NA,5,1 2,1,1,0,0,0,0,0,0,NA,6,NA,5,NA,8,NA,5,5,5,5,5,5,5,1,2 4,0,1,0,1,0,0,0,NA,2,NA,3,2,1 6,1,0,0,0,0,1,0,NA,1,4,0,NA,NA,NA,NA,NA,NA,0,NA,4,3,4,3,4,3,4,1,4,1,1,1,4,4,3,3,3,1,1,1,4,3,1,1,3,3,3,3,2,3,3,3,1,1,3,2,male,4,4,1 2 3 4,1,1,1,1,0,0,NA,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,4,3,3,1,4,3,3,3,1,1,1,4,1,3,1,3 6,0,0,1,0,0,1,0,0,0,NA,30,NA,16715,No,uuid:ab8cba6a-a539-4873-8971-e6dd3392e6f7,2512142209,uuid:ab8cba6a-a539-4873-8971-e6dd3392e6f7
95702,S0407070642,OROMIA,Harargee Lixaa,daaroo labuu,sorooroo,Urban,"12/23/2025, 7:48:11 AM","12/22/2025, 3:09:15 PM","12/22/2025, 4:02:36 PM",12/22/2025,be457e329562a140,1,HT14502,NA,male,vice_principal,1,0,1,1,1,0,2011,2014,2017,2,5,5,NA,0,NA,NA,NA,NA,NA,NA,NA,5,1 2 3,1,1,1,0,0,0,NA,4 5,0,0,0,1,1,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,NA,5,5,5,5,5,5,5,5,1,NA,2,NA,7,NA,1,1,1 2 4,1,1,0,1,0,0,0,0,0,NA,3,NA,2 4,0,1,0,1,0,0,0,0,0,NA,3,NA,6,NA,5,NA,7 9,0,0,0,0,0,0,1,0,1,0,NA,2,NA,1,1,0,0,0,0,0,0,NA,5 6,0,0,0,0,1,1,0,NA,6,NA,1,2 3 4,0,1,1,1,0,0,0,0,0,0,NA,4,NA,2 4,0,1,0,1,0,0,NA,2,NA,2,NA,1,NA,2,NA,1,No,3,3,3,4,3,3,4,3,NA,5,1,1,0,0,0,0,0,0,0,NA,6,NA,5,NA,8,NA,4,4,4,5,5,4,5,1,2 4,0,1,0,1,0,0,0,NA,2,NA,3,3,6,0,0,0,0,0,1,0,NA,1,4,0,NA,NA,NA,NA,NA,NA,0,NA,3,3,3,4,4,3,4,1,4,3,1,1,4,3,3,3,4,1,4,1,4,3,1,3,3,3,3,3,2,3,3,3,1,1,3,3,male,3,2,1 2 3 4,1,1,1,1,0,0,NA,1,2,2,1,1,3,2,3,3,3,3,3,3,3,3,3,3,1,1,3,1,3,3,1,3,4,3,4,3,2,3 5,0,0,1,0,1,0,0,0,0,NA,30,NA,12017,No,uuid:ec7bd25d-cb05-4e72-891e-0923ad213521,2512142209,uuid:ec7bd25d-cb05-4e72-891e-0923ad213521
95702,S0407070642,OROMIA,Harargee Lixaa,daaroo labuu,sorooroo,Urban,"12/24/2025, 6:54:00 AM","12/22/2025, 1:32:41 PM","12/22/2025, 5:40:13 PM",12/22/2025,260fdb5d4cc800d3,1,HT14501,NA,male,principal,0,0,0,1,1,0,2010,2016,2016,1,6,2,NA,1,2016,management,1,0,0,0,NA,4,5,0,0,0,0,1,0,NA,4 5,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,NA,5,5,5,5,5,5,5,4,1,NA,2,NA,6,NA,1,2,2 3,0,1,1,0,0,0,0,0,0,NA,3,NA,2 6,0,1,0,0,0,1,0,0,0,NA,6,NA,3,NA,1,NA,7 9,0,0,0,0,0,0,1,0,1,0,NA,2,NA,1 3,1,0,1,0,0,0,0,NA,2 6,0,1,0,0,0,1,0,NA,6,NA,1,4 5,0,0,0,1,1,0,0,0,0,0,NA,4,NA,2 4,0,1,0,1,0,0,NA,2,NA,2,NA,2,NA,2,NA,2,No,4,4,4,4,4,4,4,3,NA,5,2,0,1,0,0,0,0,0,0,NA,5,NA,6,NA,2,NA,5,5,5,3,3,4,4,1,2 3 4,0,1,1,1,0,0,0,NA,2,NA,3,2,1 2 4,1,1,0,1,0,0,0,NA,1,2,0,NA,NA,NA,NA,NA,NA,0,NA,4,3,3,3,4,3,4,1,4,1,1,1,2,3,4,4,4,1,4,2,4,2,4,1,4,3,3,3,3,3,1,2,1,1,3,1,male,1,2,1 2,1,1,0,0,0,0,NA,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,4,1,1,1,4,2,1,3,1,1,4,5,3,4,1,1 3 5,1,0,1,0,1,0,0,0,0,NA,30,NA,15140,None,uuid:7bdca845-126c-4242-9524-dffe0c5f2fb0,2512142209,uuid:7bdca845-126c-4242-9524-dffe0c5f2fb0
96246,S0407120642,OROMIA,Harargee Lixaa,b/m/galamsoo,galamsoo lakk. 2,Urban,"12/24/2025, 7:38:19 PM","12/24/2025, 10:08:04 AM","12/24/2025, 3:30:24 PM",12/24/2025,be457e329562a140,1,HT11802,NA,female,vice_principal,1,0,1,1,1,0,2002,2011,2016,2,5,5,NA,1,2011,management,1,0,0,0,NA,4,4,0,0,0,1,0,0,NA,1 4,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,5,5,5,5,5,5,5,5,1,NA,2,NA,7,NA,1,1,1 2 3,1,1,1,0,0,0,0,0,0,NA,3,NA,2 4,0,1,0,1,0,0,0,0,0,NA,3,NA,6,NA,5,NA,7 9,0,0,0,0,0,0,1,0,1,0,NA,2,NA,1,1,0,0,0,0,0,0,NA,5 6,0,0,0,0,1,1,0,NA,4,NA,1,3 4 5,0,0,1,1,1,0,0,0,0,0,NA,4,NA,2 4,0,1,0,1,0,0,NA,2,NA,2,NA,2,NA,2,NA,1,No,4,3,4,4,4,4,4,3,NA,5,1 2,1,1,0,0,0,0,0,0,NA,6,NA,5,NA,8,NA,5,5,5,5,5,5,5,1,4 5,0,0,0,1,1,0,0,NA,2,NA,3,3,4 6,0,0,0,1,0,1,0,NA,1,4,0,NA,NA,NA,NA,NA,NA,0,NA,4,3,3,4,3,3,4,1,4,1,1,1,4,4,3,3,4,1,3,1,4,3,1,1,3,3,3,3,2,3,2,3,3,2,3,2,male,3,4,1 2 3 4,1,1,1,1,0,0,NA,3,3,2,2,2,3,2,2,2,2,2,4,2,3,4,4,3,1,1,3,2,2,3,1,1,1,4,1,4,1,3 6,0,0,1,0,0,1,0,0,0,NA,33,NA,15000,No,uuid:6813389c-50ba-43c1-9cbb-b3eb74579a53,2512142209,uuid:6813389c-50ba-43c1-9cbb-b3eb74579a53
96246,S0407120642,OROMIA,Harargee Lixaa,b/m/galamsoo,galamsoo lakk. 2,Urban,"12/25/2025, 9:59:54 AM","12/24/2025, 2:30:42 AM","12/25/2025, 2:46:47 AM",12/24/2025,260fdb5d4cc800d3,1,HT11801,NA,male,principal,0,0,0,2,1,1,1999,2009,2016,4,1,5,NA,1,2017,management,1,0,0,0,NA,4,2 3,0,1,1,0,0,0,NA,4 5,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,5,5,5,5,5,5,5,4,1,NA,2,NA,6,NA,1,2,1 3 4,1,0,1,1,0,0,0,0,0,NA,3,NA,2 5,0,1,0,0,1,0,0,0,0,NA,6,NA,3,NA,1,NA,7 9,0,0,0,0,0,0,1,0,1,0,NA,2,NA,1,1,0,0,0,0,0,0,NA,5,0,0,0,0,1,0,0,NA,6,NA,1,1 2 4,1,1,0,1,0,0,0,0,0,0,NA,4,NA,2 4,0,1,0,1,0,0,NA,2,NA,2,NA,2,NA,2,NA,2,No,4,4,4,4,4,4,4,2,NA,5,2,0,1,0,0,0,0,0,0,NA,5,NA,11,NA,8,NA,5,5,5,5,5,5,5,1,2 3 4,0,1,1,1,0,0,0,NA,1,NA,3,2,1 2,1,1,0,0,0,0,0,NA,1,2,0,NA,NA,NA,NA,NA,NA,0,NA,3,3,3,4,4,3,4,1,4,1,1,1,3,3,1,1,4,1,4,1,4,3,3,1,3,3,3,3,3,3,2,3,1,1,3,1,male,3,2,1 2 3,1,1,1,0,0,0,NA,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,4,1,1,1,4,2,1,3,1,1,3,4,4,4,1,6,0,0,0,0,0,1,0,0,0,NA,33,NA,16700,None,uuid:9006b2d4-efa3-42f0-add6-23a5a71c9262,2512142209,uuid:9006b2d4-efa3-42f0-add6-23a5a71c9262
96553,S0407160272,OROMIA,Harargee Lixaa,odaa bultuum,adaadaa,Rural,"12/18/2025, 6:04:36 PM","12/18/2025, 2:03:08 PM","12/18/2025, 6:03:07 PM",12/18/2025,be457e329562a140,1,HT20502,NA,male,vice_principal,1,0,1,1,1,0,2011,2014,2014,1,5,2,NA,1,2013,management,1,0,0,0,NA,4,4,0,0,0,1,0,0,NA,4 5,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,5,4,5,5,4,4,4,3,1,NA,2,NA,6,NA,1,1,1 2 3,1,1,1,0,0,0,0,0,0,NA,3,NA,2 4,0,1,0,1,0,0,0,0,0,NA,3,NA,6,NA,5,NA,7 9,0,0,0,0,0,0,1,0,1,0,NA,2,NA,1,1,0,0,0,0,0,0,NA,5 6,0,0,0,0,1,1,0,NA,6,NA,1,3 4 5,0,0,1,1,1,0,0,0,0,0,NA,4,NA,2,0,1,0,0,0,0,NA,2,NA,2,NA,1,NA,1,NA,1,No,4,4,4,3,3,3,3,3,NA,5,1 3,1,0,1,0,0,0,0,0,NA,2,NA,5,NA,6,NA,5,5,3,5,5,5,5,1,2 4,0,1,0,1,0,0,0,NA,1,NA,2,2,6,0,0,0,0,0,1,0,NA,1,4,0,NA,NA,NA,NA,NA,NA,0,NA,4,3,3,3,3,3,4,4,4,1,1,1,1,4,3,3,4,1,4,3,4,3,1,1,3,3,3,3,2,3,2,3,2,2,2,2,male,3,2,1 2 3 4,1,1,1,1,0,0,NA,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,4,1,1,1,3,1,3,3,1,1,4,3,4,3,1,3 5,0,0,1,0,1,0,0,0,0,NA,27,NA,14900,No,uuid:bac662e8-e950-48a0-b93b-7a4655d529eb,2512142209,uuid:bac662e8-e950-48a0-b93b-7a4655d529eb
96553,S0407160272,OROMIA,Harargee Lixaa,odaa bultuum,adaadaa,Rural,"12/18/2025, 7:27:27 PM","12/18/2025, 12:26:11 PM","12/18/2025, 8:53:56 PM",12/18/2025,260fdb5d4cc800d3,1,HT20501,NA,male,principal,0,0,0,1,1,0,2013,2017,2017,1,6,5,NA,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,1,0,NA,4 5,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,5,5,5,5,5,5,5,4,1,NA,2,NA,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 4,0,1,0,1,0,0,0,0,0,NA,6,NA,5,NA,1,NA,7 9,0,0,0,0,0,0,1,0,1,0,NA,2,NA,1,1,0,0,0,0,0,0,NA,2 6,0,1,0,0,0,1,0,NA,6,NA,1,1 2 3 4 5 6 7,1,1,1,1,1,1,1,0,0,0,NA,4,NA,2 3 4,0,1,1,1,0,0,NA,2,NA,2,NA,2,NA,2,NA,2,None,4,4,4,4,4,4,4,3,NA,5,5,0,0,0,0,1,0,0,0,NA,11,NA,6,NA,5,NA,5,5,5,5,5,5,5,1,2 3 4,0,1,1,1,0,0,0,NA,2,NA,3,2,1 4,1,0,0,1,0,0,0,NA,1,4,0,NA,NA,NA,NA,NA,NA,0,NA,4,4,4,4,4,3,4,1,4,1,1,1,1,3,4,4,4,1,4,1,4,1,1,1,4,1,3,3,3,3,3,3,1,1,3,1,male,4,2,1 2 3 4,1,1,1,1,0,0,NA,3,3,2,3,3,3,3,3,3,3,3,3,1,4,3,4,3,1,3,4,3,3,3,1,1,4,4,1,4,1,5,0,0,0,0,1,0,0,0,0,NA,26,NA,12500,None,uuid:6b943583-d522-49f0-9e61-f49beb448b15,2512142209,uuid:6b943583-d522-49f0-9e61-f49beb448b15
